Total Heating (kW)
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
34
64
32
0
0
0
66
0
0
0
0
0
32
32
32
66
98
128
66
194
194
96
34
0
0
0
0
32
0
32
64
0
0
34
0
0
0
0
0
0
0
0
32
64
66
130
32
0
32
66
64
32
34
32
0
32
0
0
0
0
0
0
32
0
34
0
32
194
66
64
0
0
0
0
0
0
0
0
0
0
32
0
0
0
0
34
32
32
98
0
32
0
32
0
66
64
32
66
64
98
130
162
130
130
226
258
258
258
226
258
258
258
290
356
354
516
388
322
162
98
96
34
32
0
0
0
32
0
0
0
0
0
0
32
66
64
98
98
130
226
194
0
32
32
32
34
32
0
0
32
0
32
0
0
0
0
0
0
0
130
32
34
64
130
98
96
98
32
0
0
0
0
0
0
0
0
0
0
34
0
32
32
64
98
162
130
194
322
258
226
162
0
0
0
0
0
0
0
34
0
0
64
0
0
32
0
34
64
32
66
96
292
290
226
98
0
0
0
0
32
32
0
34
0
0
0
0
32
0
0
0
130
64
66
64
66
64
66
0
0
32
0
0
0
0
0
0
0
0
32
0
130
32
98
64
98
64
98
130
64
130
98
98
64
66
0
0
0
32
0
0
32
0
66
64
98
96
162
226
194
226
258
194
420
324
162
64
0
0
0
0
34
0
32
32
0
0
0
0
32
32
0
34
0
64
66
64
162
194
64
0
32
0
34
0
64
0
32
32
34
0
0
0
0
0
96
34
32
32
66
32
130
162
98
32
32
0
32
0
32
0
0
0
0
0
34
32
32
0
98
194
162
162
194
226
356
322
258
194
162
64
32
0
0
0
0
0
34
0
0
32
64
34
96
194
162
194
226
258
484
388
226
130
34
32
32
0
0
0
0
0
0
32
0
32
0
0
34
32
64
98
98
130
96
98
32
0
0
0
0
0
0
0
0
0
34
0
0
0
32
0
0
64
66
162
130
64
98
64
0
0
34
0
32
0
0
0
0
0
0
0
0
0
0
32
0
32
0
162
66
130
290
226
0
0
0
34
0
32
0
32
32
0
0
0
66
0
32
66
32
32
32
32
0
98
226
194
66
0
0
0
32
0
0
32
0
32
0
66
0
32
32
98
64
98
98
96
98
194
322
322
226
162
32
0
32
0
0
0
0
0
0
0
0
0
34
32
32
64
130
130
130
98
290
258
162
64
0
0
0
0
0
34
32
64
0
0
0
66
0
64
66
96
66
32
32
66
258
162
64
66
0
0
32
0
32
66
0
32
0
0
0
64
34
0
32
32
66
64
64
162
162
162
162
130
98
32
0
32
0
0
0
0
32
66
96
130
98
226
194
194
194
162
194
194
194
194
162
130
130
96
32
66
32
32
34
32
96
162
162
162
194
194
226
226
194
194
194
258
516
420
290
162
64
66
0
0
0
0
0
0
32
32
0
0
32
66
0
64
66
96
98
162
290
226
162
32
0
0
0
0
34
0
32
0
0
0
0
0
32
32
34
32
96
98
162
162
324
290
162
64
0
0
0
0
0
0
0
0
34
32
0
0
64
34
64
98
64
130
130
194
324
258
96
32
0
0
34
0
32
0
32
32
0
0
0
34
0
0
0
0
0
130
32
32
130
0
32
32
66
32
32
32
34
32
0
0
32
32
0
34
32
32
32
98
64
98
194
194
194
226
194
162
34
0
0
0
0
0
32
0
0
32
66
32
130
194
194
194
194
162
194
162
194
194
130
64
32
34
32
0
0
0
0
32
0
64
66
130
194
194
162
194
226
322
322
258
548
356
226
130
32
34
0
32
32
0
0
0
0
0
0
0
0
0
66
64
98
64
98
130
258
162
64
0
0
32
34
0
0
0
0
0
32
0
0
0
0
32
66
32
32
32
34
32
130
64
0
0
32
0
66
32
66
32
0
96
0
0
0
66
0
0
0
32
32
66
64
98
258
130
64
0
0
0
32
48
42
40
0
66
0
0
0
0
0
0
0
0
32
0
0
66
64
64
0
162
0
0
32
32
0
0
0
32
0
0
0
0
0
32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
34
0
0
0
0
32
0
0
0
0
32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
32
0
0
66
32
32
34
32
32
0
0
0
0
32
0
0
32
0
0
0
0
0
0
0
34
0
0
0
0
0
64
66
0
32
0
0
0
0
0
0
32
0
0
0
0
0
0
32
0
0
34
64
130
130
130
130
64
66
96
98
98
96
66
96
34
0
96
162
128
130
162
96
66
96
98
130
258
258
226
130
98
98
64
66
32
32
0
0
0
32
0
32
0
66
98
96
98
98
96
98
226
226
162
66
0
0
0
0
64
0
0
0
0
0
0
0
0
0
30
0
58
30
60
58
60
0
0
0
0
0
0
0
58
146
146
148
204
292
264
292
264
264
234
292
264
234
264
264
352
292
234
206
146
88
88
88
88
58
58
88
88
88
116
148
176
206
146
176
146
206
118
176
410
352
264
88
58
0
0
0
30
0
0
0
0
0
0
0
30
0
0
58
60
30
30
30
118
176
146
118
118
30
30
88
118
88
0
0
0
0
58
0
0
0
30
30
0
60
30
30
148
116
88
88
0
30
30
30
30
58
88
58
0
0
0
30
58
58
60
88
88
88
88
118
264
264
204
148
146
118
88
88
58
118
118
146
0
30
58
118
88
88
118
118
146
148
204
206
352
264
176
30
30
0
0
0
0
88
60
30
0
0
0
30
30
30
58
88
58
60
118
88
88
58
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
30
60
58
58
30
88
60
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
30
0
60
118
88
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
30
30
30
146
88
30
0
30
0
30
30
0
30
0
0
0
0
0
0
30
30
30
58
30
30
58
88
176
88
30
88
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
30
118
30
58
0
0
60
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
88
88
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
30
30
30
0
0
0
0
0
0
0
0
0
0
0
30
0
0
30
0
58
0
30
0
30
0
88
30
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
58
30
0
0
0
0
0
0
0
0
0
0
0
30
0
30
58
60
30
88
30
58
60
88
146
58
30
0
0
0
0
0
0
0
0
0
0
60
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
30
30
30
58
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
30
0
0
0
30
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
30
30
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
30
30
0
30
0
30
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
30
0
30
0
30
0
30
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
30
0
0
30
0
0
30
0
30
0
30
0
30
30
30
30
30
30
30
58
30
60
30
30
60
0
0
30
0
30
0
30
0
0
30
30
0
58
30
58
30
30
0
30
0
0
30
30
30
0
30
0
0
0
30
0
30
0
30
0
30
30
0
0
0
30
0
0
0
0
0
0
0
0
30
0
30
0
0
0
30
0
30
30
0
30
0
0
0
0
30
0
0
0
0
0
0
0
0
30
0
0
0
30
0
30
0
0
30
30
0
0
30
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
204
60
30
0
30
0
0
0
0
0
0
0
0
30
0
0
30
0
30
0
0
30
0
0
0
0
0
0
0
118
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
118
60
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
30
30
0
0
0
30
0
0
0
58
0
0
0
0
30
30
0
0
30
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
30
0
30
30
118
0
0
0
30
0
0
0
0
30
0
0
0
0
0
0
0
0
30
0
0
30
0
30
0
0
0
0
0
0
0
0
0
88
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
118
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
88
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
30
30
0
0
0
30
30
0
0
0
0
0
0
0
0
0
0
0
0
30
0
30
58
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
118
0
0
0
30
0
0
0
0
0
0
30
0
0
0
0
0
0
0
58
0
0
30
0
0
60
0
0
0
0
0
30
0
0
30
30
30
88
30
30
30
30
0
30
30
30
0
0
0
58
0
0
0
0
0
0
60
0
88
58
60
88
88
118
118
88
60
0
30
0
0
0
60
204
88
30
30
176
118
176
176
176
176
118
60
58
0
0
0
0
0
30
0
0
30
0
88
30
30
0
0
30
118
204
176
176
352
322
88
30
30
30
30
0
30
0
0
30
0
0
0
58
0
30
0
0
0
0
0
30
60
30
60
30
0
0
0
30
0
0
30
0
0
0
0
30
0
0
58
0
0
0
0
30
88
58
30
58
30
30
30
0
30
0
30
0
0
0
0
0
30
0
0
30
58
0
0
0
60
88
30
0
30
0
30
0
0
0
0
0
0
0
30
60
0
0
0
0
0
58
0
30
88
0
58
30
30
0
30
0
0
0
0
30
0
0
0
30
0
0
30
0
0
0
0
58
0
0
0
0
0
0
0
0
30
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
30
0
0
30
0
0
0
30
0
0
0
0
30
0
0
0
0
30
0
0
88
30
118
0
0
88
0
30
30
0
30
30
30
0
30
0
30
0
30
88
176
118
176
176
206
