value
9374.0
9426.0
9512.0
9606.0
9479.0
9486.0
9449.0
9468.0
9438.0
9480.0
9502.0
9635.0
10036.0
9617.0
8780.0
7871.0
7228.0
6956.0
6819.0
6778.0
6939.0
7578.0
8655.0
9294.0
9561.0
9775.0
9953.0
10126.0
10240.0
10364.0
10441.0
10525.0
10673.0
10659.0
10492.0
10241.0
10549.0
10217.0
9556.0
8726.0
7966.0
7491.0
7139.0
7026.0
6952.0
7043.0
7266.0
7841.0
8614.0
9320.0
9767.0
10032.0
10089.0
10110.0
10087.0
10206.0
10247.0
10207.0
10053.0
9938.0
10114.0
9757.0
9053.0
8342.0
7643.0
7200.0
6938.0
6762.0
6693.0
6771.0
6928.0
7343.0
8110.0
8777.0
9220.0
9519.0
9765.0
9831.0
9765.0
9682.0
9723.0
9769.0
9825.0
9872.0
9995.0
9564.0
8733.0
7914.0
7263.0
6922.0
6777.0
6745.0
6901.0
7537.0
8674.0
9368.0
9580.0
9796.0
10036.0
10214.0
10332.0
10445.0
10401.0
10380.0
10510.0
10557.0
10430.0
10475.0
10526.0
9913.0
8984.0
8050.0
7384.0
7006.0
6854.0
6819.0
6991.0
7623.0
8767.0
9349.0
9435.0
9455.0
9527.0
9536.0
9525.0
9458.0
9467.0
9472.0
9636.0
9766.0
9797.0
9897.0
10034.0
9584.0
8769.0
7951.0
7333.0
7045.0
6900.0
6840.0
6989.0
7645.0
8791.0
9371.0
9456.0
9540.0
9731.0
9784.0
9869.0
9954.0
9976.0
10082.0
10159.0
10270.0
10275.0
10279.0
10421.0
9907.0
9056.0
8192.0
7585.0
7258.0
7109.0
7019.0
7169.0
7796.0
8955.0
9650.0
9857.0
10025.0
10155.0
10288.0
10421.0
10655.0
10859.0
11015.0
11204.0
11326.0
11131.0
10939.0
11190.0
10651.0
9614.0
8519.0
7759.0
7328.0
7064.0
6943.0
7059.0
7581.0
8576.0
9323.0
9741.0
10064.0
10432.0
10783.0
11053.0
11319.0
11482.0
11569.0
11642.0
11619.0
11276.0
10990.0
11169.0
10837.0
10061.0
9146.0
8414.0
7911.0
7576.0
7355.0
7272.0
7397.0
7592.0
8309.0
9292.0
10220.0
10947.0
11531.0
11977.0
12259.0
12582.0
12727.0
12921.0
12936.0
12620.0
12178.0
12088.0
11626.0
10744.0
9681.0
8703.0
8003.0
7513.0
7180.0
6970.0
6924.0
6914.0
7462.0
8280.0
8938.0
9323.0
9561.0
9732.0
9872.0
10057.0
10219.0
10449.0
10511.0
10292.0
9986.0
10201.0
9965.0
9065.0
8097.0
7344.0
6934.0
6771.0
6708.0
6817.0
7438.0
8486.0
9094.0
9316.0
9360.0
9539.0
9566.0
9553.0
9567.0
9482.0
9440.0
9491.0
9559.0
9562.0
9721.0
9935.0
9516.0
8645.0
7789.0
7199.0
6880.0
6758.0
6747.0
6942.0
7643.0
8680.0
9255.0
9276.0
9412.0
9485.0
9534.0
9589.0
9650.0
9673.0
9732.0
9854.0
9891.0
9793.0
9655.0
9925.0
9657.0
8723.0
7812.0
7127.0
6808.0
6668.0
6626.0
6823.0
7480.0
8548.0
9185.0
9306.0
9368.0
9539.0
9638.0
9735.0
9832.0
9880.0
9955.0
10069.0
10079.0
9885.0
9669.0
10026.0
9722.0
8787.0
7847.0
7160.0
6872.0
6684.0
6640.0
6820.0
7454.0
8496.0
9165.0
9393.0
9633.0
9928.0
10103.0
10274.0
10460.0
10647.0
10758.0
10949.0
11022.0
10899.0
10884.0
11256.0
10902.0
9914.0
8909.0
8122.0
7640.0
7399.0
7277.0
7374.0
7934.0
8891.0
9702.0
10169.0
10544.0
11028.0
11403.0
11649.0
11864.0
12013.0
12078.0
12168.0
12073.0
11696.0
11249.0
11199.0
10914.0
10119.0
9184.0
8347.0
7792.0
7436.0
7264.0
7240.0
7353.0
7593.0
8185.0
8989.0
9643.0
10037.0
10469.0
10833.0
11209.0
11554.0
11906.0
12056.0
11908.0
11538.0
11233.0
11294.0
10939.0
10109.0
9244.0
8475.0
7945.0
7570.0
7284.0
7157.0
7216.0
7303.0
7644.0
8273.0
8763.0
9041.0
9056.0
9008.0
8908.0
8731.0
8667.0
8692.0
8739.0
8811.0
8933.0
9277.0
9063.0
8298.0
7563.0
7009.0
6703.0
6549.0
6595.0
6787.0
7446.0
8470.0
9205.0
9385.0
9457.0
9571.0
9576.0
9536.0
9490.0
9419.0
9362.0
9371.0
9477.0
9427.0
9460.0
9821.0
9587.0
8740.0
7948.0
7389.0
7083.0
6958.0
6928.0
7185.0
7909.0
8987.0
9557.0
9481.0
9555.0
9565.0
9555.0
9583.0
9551.0
9524.0
9531.0
9589.0
9626.0
9560.0
9532.0
9790.0
9608.0
8665.0
7757.0
7126.0
6842.0
6753.0
6772.0
6993.0
7713.0
8774.0
9389.0
9410.0
9506.0
9551.0
9645.0
9754.0
9863.0
9973.0
10095.0
10224.0
10383.0
10231.0
9991.0
10077.0
9891.0
8990.0
7993.0
7273.0
6849.0
6699.0
6663.0
6877.0
7516.0
8522.0
9253.0
9438.0
9641.0
9889.0
10130.0
10334.0
10543.0
10760.0
11072.0
11324.0
11475.0
11295.0
10984.0
10967.0
10711.0
9682.0
8598.0
7767.0
7253.0
7011.0
6829.0
6914.0
7439.0
8408.0
9198.0
9729.0
10182.0
10674.0
11029.0
11410.0
11703.0
12077.0
12387.0
12768.0
12799.0
12525.0
11921.0
11645.0
11288.0
10393.0
9414.0
8524.0
7906.0
7505.0
7289.0
7187.0
7200.0
7350.0
8021.0
9098.0
10058.0
10861.0
11434.0
11847.0
12122.0
12369.0
12596.0
12797.0
12784.0
12440.0
11749.0
11594.0
11310.0
10507.0
9531.0
8742.0
8131.0
7728.0
7447.0
7320.0
7327.0
7318.0
7830.0
8677.0
9494.0
10171.0
10669.0
11107.0
11475.0
11640.0
11650.0
11602.0
11502.0
11251.0
10928.0
10943.0
10766.0
10106.0
9235.0
8538.0
8004.0
7677.0
7499.0
7481.0
7550.0
7697.0
8146.0
9025.0
10087.0
11019.0
11793.0
12293.0
12621.0
12716.0
12673.0
12593.0
12506.0
12287.0
12035.0
12110.0
11797.0
10702.0
9582.0
8723.0
8169.0
7843.0
7708.0
7787.0
8302.0
9347.0
10294.0
10641.0
10997.0
11437.0
11568.0
11818.0
11903.0
11862.0
11838.0
11819.0
11718.0
11396.0
11129.0
11166.0
10737.0
9672.0
8691.0
7980.0
7564.0
7332.0
7209.0
7364.0
7919.0
8941.0
9583.0
9870.0
10160.0
10530.0
10848.0
11093.0
11336.0
11562.0
11790.0
12006.0
12147.0
11973.0
11622.0
11573.0
11258.0
10209.0
9058.0
8191.0
7735.0
7464.0
7353.0
7504.0
8152.0
9192.0
9903.0
10504.0
11137.0
11676.0
12291.0
12782.0
13026.0
13081.0
13065.0
12967.0
12842.0
12455.0
12116.0
12134.0
11798.0
10779.0
9707.0
8907.0
8456.0
8125.0
7895.0
8002.0
8518.0
9561.0
10477.0
11088.0
11645.0
12266.0
