Total Plug Loads (kW)
32
30
32
34
30
32
32
32
32
34
28
32
34
30
30
32
32
30
32
32
30
32
30
30
34
30
28
34
32
30
32
30
32
32
30
32
32
32
30
32
28
34
30
28
32
32
32
30
30
32
30
34
30
34
32
48
54
68
64
64
70
62
62
62
54
46
40
38
36
36
34
32
32
36
32
34
34
34
36
44
60
64
68
68
64
66
64
60
56
46
36
36
34
36
32
34
32
36
32
34
34
34
36
46
60
62
66
68
68
64
64
60
56
50
38
42
34
36
34
32
34
32
36
34
32
36
38
46
58
66
70
68
68
66
66
64
54
46
38
40
34
34
36
34
34
32
34
32
32
36
34
42
60
64
64
64
66
62
60
56
56
40
38
36
38
34
34
32
34
36
30
34
34
34
32
32
34
34
34
32
28
28
30
32
34
30
30
34
32
32
30
34
34
32
30
34
32
34
28
34
36
30
34
34
32
32
36
30
34
32
36
32
36
34
30
34
34
36
32
36
36
36
38
38
46
54
58
68
66
60
62
58
48
50
42
36
38
36
36
34
34
34
36
36
34
38
40
48
62
68
68
72
70
68
66
64
60
46
40
38
40
38
36
36
36
36
36
36
38
34
40
52
60
64
66
68
66
66
62
58
54
50
38
42
36
36
36
34
32
34
34
34
34
36
42
44
58
68
64
66
68
62
62
58
52
42
40
38
34
36
32
32
34
34
36
30
36
32
42
42
56
62
62
60
60
60
62
54
46
44
36
38
32
34
32
32
30
32
30
34
30
32
30
32
32
30
32
32
32
34
30
32
34
30
32
32
30
30
32
32
30
32
30
34
30
30
30
30
34
32
30
32
32
30
32
30
32
34
28
30
34
30
32
32
30
34
30
34
34
32
36
48
64
66
66
72
66
68
68
66
52
48
40
36
40
34
36
32
36
32
34
34
32
34
42
50
60
70
68
70
70
70
68
60
58
46
40
42
34
36
34
36
34
34
34
36
34
36
40
36
60
66
66
66
72
64
66
62
58
46
42
38
38
36
36
34
38
34
38
34
36
36
40
46
56
66
66
68
72
64
64
58
50
46
38
38
38
38
36
34
34
36
34
36
36
34
40
46
60
64
66
66
66
62
62
60
56
48
44
40
36
38
36
34
34
34
32
36
34
34
32
34
34
34
30
36
32
32
32
34
36
32
32
36
30
34
32
34
34
32
32
36
34
34
32
32
36
34
32
36
32
34
34
34
36
30
36
34
32
36
34
32
32
36
32
32
34
36
38
48
60
68
68
70
74
84
70
64
60
48
46
38
38
36
38
38
34
36
34
38
38
34
44
52
64
70
70
72
74
66
72
62
60
46
40
38
38
38
38
34
36
36
36
38
36
36
48
50
62
72
68
72
70
66
66
62
56
48
42
42
36
40
36
38
36
34
36
36
36
34
46
50
60
68
70
68
70
64
62
62
54
44
38
38
36
36
34
34
36
34
34
34
34
36
42
50
58
66
64
66
64
60
60
58
50
42
38
34
34
34
34
32
32
34
32
32
34
32
32
30
36
32
34
32
34
32
36
34
30
32
32
36
32
30
30
36
30
32
34
32
34
32
32
34
32
32
34
34
32
30
36
34
30
32
34
34
32
34
32
32
34
32
32
36
32
34
36
48
62
66
68
70
72
62
64
56
48
44
42
38
38
38
34
36
34
36
34
36
38
36
38
38
54
50
60
58
62
58
58
52
50
44
42
40
38
40
36
40
36
40
36
38
38
38
44
50
62
72
72
72
72
68
64
64
58
52
42
42
46
38
38
40
36
38
38
40
38
38
42
60
70
80
76
76
72
70
70
64
60
48
42
44
38
42
38
38
38
36
40
42
34
40
40
50
62
70
70
68
68
66
64
60
54
46
40
42
38
36
36
34
36
32
36
34
36
34
34
36
34
36
36
36
34
34
38
36
34
36
34
34
38
32
36
36
34
34
34
36
36
32
36
34
38
34
36
36
34
38
34
36
32
36
38
34
36
34
38
36
34
34
38
36
40
36
44
50
68
72
72
76
74
72
66
66
60
48
42
42
38
40
38
34
38
34
38
36
36
38
40
48
52
62
60
66
60
60
60
58
50
44
40
42
40
40
38
34
42
34
40
36
40
36
44
50
64
74
72
72
72
68
68
62
60
54
42
44
42
38
38
38
38
38
38
36
40
36
44
54
64
70
74
76
70
70
70
66
58
46
42
42
40
42
36
36
38
34
40
36
36
38
44
46
60
68
66
64
66
66
60
58
52
46
40
40
38
40
36
36
34
36
36
36
36
34
34
36
34
36
36
36
36
34
36
34
38
34
34
34
36
34
36
34
34
36
32
36
34
36
34
38
32
38
36
36
36
36
36
36
36
34
36
34
32
40
32
34
34
36
36
34
34
36
42
52
68
72
70
74
74
70
68
64
54
48
44
40
40
36
38
38
40
34
36
36
40
38
46
54
60
68
74
68
70
68
66
46
52
46
42
40
42
38
38
36
36
36
38
38
36
38
46
50
62
72
68
56
54
54
56
52
52
46
42
40
42
38
38
36
36
36
38
38
36
38
46
50
62
72
68
72
74
68
66
62
60
48
42
40
36
38
38
36
36
36
38
36
36
38
44
50
58
66
64
68
58
60
60
56
48
44
38
38
36
32
34
34
34
32
34
30
34
34
34
32
32
36
32
32
30
30
30
30
32
32
30
34
34
32
30
34
30
32
34
30
32
32
32
32
30
32
34
32
32
34
34
32
32
32
34
36
30
34
32
34
30
34
32
32
34
32
36
28
36
32
36
30
36
34
36
34
32
34
34
34
30
32
32
34
32
32
32
32
32
32
42
50
62
70
70
68
76
70
66
62
60
48
42
36
38
38
38
34
34
38
34
38
36
34
46
50
62
70
64
72
72
64
66
66
56
48
42
36
38
36
36
34
38
34
36
36
38
36
46
52
62
72
68
70
70
64
70
64
58
46
36
40
38
38
34
38
34
36
36
36
36
36
42
50
58
66
68
66
64
62
60
58
52
46
40
38
40
36
36
36
34
34
38
32
36
32
36
36
34
36
36
32
34
34
34
38
34
34
34
34
38
32
32
36
36
34
32
38
32
36
34
36
34
34
36
32
34
34
36
34
34
32
36
34
34
34
32
34
34
34
34
36
34
36
40
52
64
74
68
74
70
66
64
64
54
46
46
38
36
38
38
36
34
36
34
34
36
36
40
54
62
68
68
72
70
64
66
62
58
48
40
38
38
36
34
36
36
32
38
34
38
34
44
52
62
68
70
72
68
64
64
64
56
48
42
38
36
36
36
36
32
36
34
36
34
34
46
52
62
70
68
70
66
66
66
60
56
48
36
40
36
38
34
36
36
34
38
36
38
34
42
52
56
64
66
64
60
60
62
60
48
44
38
38
36
38
32
32
36
34
34
32
36
32
34
36
34
34
32
28
30
32
32
32
32
32
34
32
32
30
34
32
28
34
32
32
32
32
32
30
32
36
32
32
32
34
34
30
34
30
32
34
30
32
32
32
30
32
32
34
34
32
38
54
62
68
70
74
68
68
62
60
56
50
42
38
38
38
34
38
34
36
34
38
38
34
44
48
66
64
66
72
66
68
68
62
58
46
42
38
38
36
36
34
36
36
36
36
34
34
44
50
62
72
66
74
74
66
64
66
58
50
42
40
40
38
34
38
36
38
34
38
36
36
44
54
62
70
66
72
70
68
68
62
56
46
38
40
38
38
34
38
36
36
36
34
38
34
46
48
62
66
66
66
64
62
60
58
54
44
42
36
34
36
32
34
32
34
30
36
34
32
36
34
34
32
34
36
34
32
34
34
32
34
34
34
32
34
34
32
34
32
4
32
32
36
32
34
32
36
32
36
32
36
32
34
36
34
32
34
34
36
32
32
34
34
32
34
34
36
42
52
60
70
70
68
72
66
64
64
54
48
44
38
38
36
34
38
32
36
34
38
34
34
46
54
62
66
68
72
70
64
64
66
56
44
40
40
38
40
36
34
32
38
34
36
34
36
46
48
58
70
66
72
68
66
62
62
58
50
44
42
40
40
38
36
36
38
34
36
38
36
44
50
66
68
66
72
66
64
66
64
56
48
40
38
40
40
30
30
28
32
32
32
32
30
36
46
56
60
66
62
64
64
58
56
52
44
42
38
38
34
38
32
34
36
34
34
32
36
32
34
32
36
34
36
34
34
34
34
34
34
34
34
34
34
30
34
34
34
32
32
36
32
32
34
32
32
32
36
32
34
36
34
32
34
36
36
32
32
36
34
34
34
32
34
34
38
36
54
68
72
72
76
74
68
68
66
60
54
46
42
38
42
36
38
38
40
34
36
36
36
46
56
62
72
72
70
70
70
72
68
58
50
42
42
40
40
40
38
36
38
36
40
38
38
46
54
64
72
72
70
70
70
70
64
58
52
44
44
42
40
36
38
40
36
38
38
36
40
40
58
70
72
70
70
70
68
68
62
56
48
44
40
38
40
40
34
36
34
38
36
36
38
44
50
60
66
66
68
62
64
60
64
50
48
42
40
36
38
36
34
36
34
34
34
34
36
32
36
34
36
34
36
36
34
36
34
36
34
34
36
36
34
34
34
34
34
32
34
34
32
30
36
34
36
32
32
34
34
34
34
36
34
36
36
34
34
32
34
36
32
34
32
36
36
42
48
64
68
72
70
70
70
68
60
56
50
48
42
40
40
38
38
36
38
36
34
42
38
46
54
64
74
74
72
72
68
64
68
60
50
44
42
42
40
38
40
34
38
38
38
36
38
48
52
64
72
72
72
74
70
68
64
58
50
46
44
42
38
38
40
34
40
36
36
40
36
40
56
62
72
70
68
72
64
66
64
58
44
42
38
42
38
40
36
38
38
36
34
36
38
42
50
60
66
64
66
62
60
62
58
48
46
44
38
36
38
36
36
34
34
36
36
36
38
34
38
36
36
34
30
34
32
34
34
32
34
34
34
36
34
38
32
36
34
38
34
34
34
38
34
34
34
38
34
34
34
36
32
36
36
34
36
34
36
34
36
34
34
34
36
36
42
40
52
68
70
72
76
76
72
68
68
60
52
44
46
44
42
38
38
42
40
40
40
40
42
42
56
66
72
70
76
72
70
64
64
60
50
42
38
40
40
38
40
36
40
38
38
38
40
46
54
66
74
76
74
76
72
70
70
58
52
46
44
42
38
42
36
40
38
38
36
38
38
48
54
68
72
72
70
76
72
68
64
60
50
42
44
40
40
38
38
34
40
36
38
38
36
46
54
62
70
70
70
68
62
66
62
52
46
44
40
40
38
36
36
38
32
36
34
36
36
34
36
34
38
36
36
36
34
38
36
36
34
38
34
36
36
38
34
36
36
38
34
36
34
36
36
36
38
38
38
36
36
40
36
36
36
36
38
34
38
36
38
38
38
34
40
36
38
44
56
68
82
74
76
74
72
72
64
62
52
42
42
44
40
40
38
40
40
38
38
42
36
50
54
66
68
72
76
74
70
66
68
58
48
42
40
42
40
38
38
38
36
38
38
36
38
50
54
70
70
76
74
74
72
68
66
62
50
46
42
44
38
40
38
40
34
40
36
40
38
46
58
62
70
70
74
70
70
66
66
58
46
42
40
40
38
34
36
34
36
38
34
36
38
44
46
62
72
70
66
68
64
66
60
54
46
40
42
38
36
36
36
32
34
36
36
34
34
34
36
34
36
32
34
36
34
34
34
34
34
32
36
36
32
32
36
36
32
36
32
34
36
34
36
32
34
34
34
36
34
36
36
36
34
38
34
36
32
36
34
34
32
36
32
36
36
42
56
66
72
74
72
80
70
68
68
58
48
40
38
38
40
34
34
32
38
34
34
34
36
44
52
66
72
70
72
72
70
66
66
58
46
44
36
44
38
38
36
38
38
36
40
38
38
46
54
68
68
72
72
70
68
66
66
58
50
40
40
42
36
38
34
38
36
36
34
38
36
46
52
64
72
72
70
74
66
64
58
54
48
38
38
38
40
36
38
38
36
38
36
38
36
40
54
62
70
66
68
66
68
58
58
50
42
44
42
40
36
38
36
34
36
34
36
36
36
36
34
34
36
36
34
36
36
38
36
34
36
36
36
34
36
36
34
34
36
34
34
38
34
34
34
36
36
36
34
34
36
34
36
34
36
32
38
32
36
34
36
34
34
36
34
38
32
46
52
68
74
72
74
72
72
70
64
58
48
42
40
38
42
38
36
34
38
36
36
36
38
46
54
64
70
74
70
76
68
68
70
56
48
44
42
42
38
38
36
36
38
36
40
34
40
44
54
66
74
70
76
72
68
68
68
64
50
44
42
42
40
38
36
38
36
36
36
40
34
48
54
66
72
76
74
74
66
66
64
54
46
40
38
40
36
36
34
40
34
34
38
38
34
44
52
58
68
66
66
64
60
60
56
50
42
42
36
36
34
36
36
32
36
36
34
32
36
36
34
36
34
38
34
36
34
36
36
34
34
34
34
34
36
34
34
34
36
34
32
36
36
34
36
34
36
36
36
36
34
36
34
38
34
34
36
34
34
34
34
36
36
32
36
36
36
46
52
66
70
74
80
70
70
70
66
58
46
48
40
38
38
40
34
38
36
38
36
38
36
50
54
66
76
68
70
72
68
64
66
56
42
38
38
40
36
36
38
32
40
36
34
38
40
46
56
68
68
72
70
70
68
68
64
56
48
46
40
40
40
36
36
36
38
34
38
36
40
46
50
72
72
68
72
70
68
68
58
54
42
40
40
38
38
36
36
36
36
36
36
38
38
46
48
58
64
66
64
64
64
60
56
48
46
38
34
34
36
34
34
34
32
34
32
34
34
34
32
34
36
32
34
28
34
32
32
32
32
34
32
32
34
32
34
32
30
34
32
32
32
34
32
30
34
36
32
34
34
34
34
32
32
36
32
32
34
34
32
32
34
32
32
34
36
42
50
66
76
74
70
76
74
66
66
58
48
40
38
42
40
36
36
36
36
40
34
38
42
44
60
66
70
74
74
72
68
70
66
58
48
44
40
38
38
36
38
38
38
36
40
38
42
44
54
70
74
72
78
74
72
68
68
58
50
44
44
38
40
38
40
34
40
38
36
38
38
50
54
68
72
76
72
76
70
68
62
58
48
38
42
36
38
36
36
36
32
38
36
38
34
48
46
60
64
68
64
64
62
60
58
50
42
38
38
36
34
32
28
30
30
28
28
30
30
20
0
10
0
0
0
0
0
70
28
24
20
24
22
22
24
22
24
22
22
22
20
24
24
22
22
24
24
22
24
24
22
22
24
24
22
22
24
26
22
24
22
24
24
24
22
24
28
34
38
60
60
64
62
64
62
62
56
54
44
38
40
34
34
32
32
32
32
32
30
30
32
40
46
62
64
62
66
66
60
62
58
50
42
38
34
32
30
32
30
30
30
32
32
28
36
36
48
58
64
60
66
64
60
64
58
48
42
38
34
34
34
34
30
30
32
32
28
34
30
34
52
58
64
62
68
60
64
56
54
50
40
32
36
32
32
32
30
30
30
30
32
30
30
40
46
54
56
58
54
52
52
52
50
42
38
36
32
32
32
30
32
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
28
30
30
32
28
30
28
30
30
30
30
30
30
30
30
30
30
30
30
32
32
32
30
32
28
30
30
30
30
30
32
30
34
38
48
62
68
68
68
68
62
64
62
54
42
38
38
38
36
34
32
34
36
30
32
32
34
38
44
58
62
62
66
66
62
62
60
52
40
38
34
32
32
34
30
32
32
32
30
34
36
40
44
60
62
62
64
66
62
62
60
54
44
38
38
36
38
32
30
32
32
30
32
34
30
40
46
56
62
64
54
64
60
60
56
50
40
36
34
38
34
32
32
32
34
30
32
30
34
38
42
52
52
58
54
52
50
50
48
38
36
34
32
32
30
30
30
30
30
30
30
30
30
30
30
28
32
30
32
30
30
30
30
30
30
30
30
32
28
28
30
32
30
30
28
30
30
30
30
30
32
28
30
30
30
28
30
30
30
28
30
30
30
28
30
30
28
30
30
30
32
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
32
30
26
34
32
38
48
62
64
66
66
64
60
62
58
48
42
38
34
36
32
32
30
32
30
32
32
32
38
36
46
60
66
66
62
66
60
60
58
52
42
36
36
36
34
32
32
30
30
34
32
32
34
40
48
60
64
62
64
64
60
58
58
48
42
32
36
36
30
34
32
32
30
32
32
30
34
36
44
54
60
60
56
58
56
52
52
46
40
38
32
36
30
30
30
30
30
28
30
30
32
30
28
30
30
30
26
28
28
28
30
28
28
28
30
28
30
30
28
30
28
30
30
30
28
30
28
30
30
30
30
30
28
30
28
30
28
30
28
30
30
28
30
32
30
30
30
32
30
38
48
60
66
62
70
68
66
64
58
54
40
38
34
36
34
32
32
34
32
30
32
32
34
40
44
62
62
64
68
66
64
60
58
54
40
36
36
36
32
36
34
32
32
32
32
32
34
42
48
60
66
62
68
64
64
60
60
50
40
36
40
34
32
32
32
30
32
30
34
32
32
42
46
62
62
66
68
64
62
62
60
52
42
36
34
34
32
32
30
32
30
30
30
34
32
40
46
54
58
60
60
58
54
52
50
46
40
36
32
34
30
30
28
30
30
30
30
30
30
28
30
30
30
30
30
30
30
30
30
30
30
30
30
30
28
30
30
30
28
32
30
30
30
28
30
32
28
32
30
30
30
30
30
32
28
32
32
30
30
30
30
28
30
30
30
30
30
34
46
56
66
64
66
64
66
64
56
54
44
36
36
34
34
30
34
30
30
32
32
32
34
40
50
60
68
66
66
64
68
62
60
54
44
34
36
36
34
32
34
32
32
32
34
32
34
40
48
60
68
60
66
62
62
64
60
54
44
40
36
38
32
32
34
34
32
30
34
32
34
42
46
64
62
64
64
62
60
62
54
50
40
36
36
34
34
32
32
32
30
32
30
32
32
40
46
56
62
60
60
58
54
52
50
44
40
36
34
32
30
32
30
30
30
30
30
30
30
30
32
30
32
32
34
30
30
30
30
30
30
30
30
30
30
30
30
28
30
30
28
30
30
30
30
30
30
30
28
30
30
30
30
30
30
30
32
30
30
30
30
30
32
32
30
30
34
36
48
60
64
68
64
64
64
62
58
56
40
34
36
36
34
34
30
32
30
32
32
30
30
42
46
60
64
60
68
66
64
60
60
50
42
36
34
34
30
32
32
30
34
32
30
32
34
40
46
62
64
64
62
64
64
58
58
54
44
38
36
36
34
32
34
32
30
30
34
36
34
40
50
58
64
66
66
66
62
62
58
52
44
34
36
34
32
32
32
34
30
30
34
34
32
38
48
56
60
54
60
56
58
56
50
44
36
34
30
30
30
24
30
28
30
26
30
28
30
28
8
0
0
0
0
0
0
0
0
0
98
28
24
22
22
22
22
20
22
20
24
22
22
22
22
22
26
20
24
24
22
22
22
24
22
20
26
20
24
20
24
20
20
24
24
24
22
32
42
52
64
66
62
64
64
60
58
54
42
38
36
36
32
32
30
32
30
32
30
36
32
40
48
58
64
62
64
62
62
60
58
50
40
38
32
32
30
34
30
30
32
30
32
32
32
40
44
56
66
62
66
66
60
60
60
52
44
38
34
32
34
34
30
32
30
32
32
32
30
40
48
60
64
64
60
60
58
60
56
50
42
32
32
34
32
30
34
32
30
32
32
34
30
32
42
54
54
58
52
52
56
50
44
42
34
32
28
32
30
28
30
30
26
30
30
30
30
26
30
28
30
26
26
26
30
26
28
28
30
28
30
28
30
28
28
30
28
28
30
28
30
30
28
30
30
26
30
30
28
30
28
30
30
28
30
30
28
28
28
32
30
26
30
32
30
26
30
30
28
30
28
30
28
30
28
30
28
28
28
30
30
28
28
30
28
28
30
28
34
36
46
58
64
68
66
62
62
60
58
50
42
34
34
34
36
30
30
34
34
30
32
32
34
38
48
56
64
60
66
66
60
62
60
52
44
34
36
38
34
32
34
32
30
32
34
32
34
40
46
58
64
66
62
62
62
60
56
50
38
36
36
32
34
30
34
32
30
32
34
30
34
40
42
54
60
60
58
58
56
58
54
46
40
32
32
34
30
30
28
30
30
30
28
30
30
30
28
32
28
28
32
30
30
30
30
30
30
30
30
30
30
28
30
30
30
30
30
30
30
30
30
30
30
30
30
30
28
30
30
28
30
30
30
30
30
30
30
28
30
30
30
32
32
38
46
60
68
62
70
66
66
60
60
50
40
40
34
34
32
34
30
32
30
32
32
32
34
40
46
56
68
68
66
68
64
64
62
54
44
36
36
34
36
34
34
32
34
32
32
32
38
40
46
60
62
60
60
64
62
58
58
50
42
38
36
34
32
32
34
30
32
32
30
32
34
40
46
60
64
66
64
66
64
58
58
52
42
34
36
36
32
30
30
32
32
30
30
34
34
38
42
56
58
58
60
60
56
54
50
42
38
30
30
28
30
28
26
28
28
26
28
28
28
28
6
0
0
0
30
22
26
26
26
22
22
24
22
22
24
22
24
20
24
24
20
24
24
24
22
24
24
24
24
24
24
24
24
22
26
24
22
24
24
24
22
22
24
20
26
24
22
28
70
56
66
60
62
62
62
58
52
50
38
32
32
32
32
28
28
30
30
28
32
30
30
38
48
60
62
64
62
62
60
58
56
54
36
32
32
30
32
30
30
28
30
32
30
30
30
38
50
60
60
64
62
66
60
56
56
48
40
36
32
32
32
30
30
30
30
30
32
30
34
38
44
58
66
64
64
64
60
58
52
50
36
34
32
34
32
30
30
32
30
32
30
32
34
38
46
54
58
58
60
58
54
56
50
42
40
32
32
32
30
30
30
30
30
30
30
30
28
32
32
30
30
30
30
30
30
30
30
28
30
30
30
26
32
30
30
30
30
30
30
30
30
30
30
32
30
30
30
32
30
30
30
28
30
30
30
30
30
28
30
30
28
30
30
30
34
38
48
60
68
62
64
64
60
60
56
50
38
34
34
34
34
30
32
30
30
30
32
32
32
40
48
60
64
62
70
64
60
62
58
50
38
36
36
32
30
32
34
32
30
32
32
34
32
38
50
58
64
60
64
60
62
62
56
48
42
38
32
34
34
32
30
32
30
32
32
32
34
42
48
62
66
70
66
62
68
60
58
54
40
36
30
34
32
30
30
30
30
30
30
32
32
38
44
52
60
58
56
58
56
48
50
42
38
32
34
30
30
28
30
30
28
30
30
28
28
30
30
30
28
30
30
30
30
30
28
30
30
28
30
28
28
26
30
30
28
28
30
30
28
30
28
28
30
28
30
28
30
28
30
30
28
30
28
30
30
30
28
30
28
30
30
30
30
38
46
62
64
66
66
62
64
58
58
50
40
34
34
34
30
32
30
32
30
32
30
32
34
40
48
60
66
64
64
64
64
58
54
50
40
34
32
32
34
30
30
30
30
30
32
30
30
40
50
58
68
64
62
66
60
60
54
50
42
32
36
36
30
30
32
32
30
30
32
32
30
42
50
58
64
64
68
64
60
56
58
50
40
34
36
34
30
32
32
32
30
32
32
30
32
40
46
52
60
56
60
56
50
52
50
40
40
34
32
30
30
32
28
30
32
28
30
28
32
30
30
30
30
30
30
24
30
28
28
30
28
28
28
28
30
30
28
30
30
28
30
30
30
30
28
30
32
30
28
30
30
32
28
30
30
30
28
30
30
30
28
30
30
30
30
30
32
38
46
60
70
60
64
66
62
62
60
50
40
38
34
36
34
30
36
30
32
32
32
30
36
40
50
58
62
62
68
62
64
60
58
50
40
38
32
34
30
34
30
30
32
32
30
34
32
40
46
58
62
64
62
62
60
56
58
48
44
34
34
32
36
32
28
34
32
32
28
34
32
40
50
60
64
64
66
64
66
60
58
50
42
34
34
32
34
32
32
32
30
32
32
30
34
38
46
52
60
60
58
54
52
56
50
40
42
32
30
30
30
30
28
30
30
28
30
30
30
28
30
30
30
