Total Plug Loads (kW)
30
30
30
30
28
30
28
30
30
30
28
30
28
28
28
30
26
28
30
30
28
28
30
30
30
30
30
30
30
28
30
28
30
28
30
28
28
28
30
30
30
30
30
30
38
46
58
62
62
64
60
64
56
56
50
40
32
36
32
32
30
34
30
30
32
30
30
30
42
50
60
66
64
70
64
66
62
58
50
38
38
36
34
34
32
30
32
32
32
30
32
32
42
48
58
62
60
64
62
60
58
60
48
40
38
32
38
30
34
30
30
34
30
32
32
34
40
50
60
62
62
68
60
58
64
54
50
40
34
32
32
32
32
32
28
32
32
30
32
30
40
46
54
60
58
60
56
54
54
50
44
40
34
32
36
30
30
30
30
32
30
30
30
30
30
30
30
32
30
30
32
30
30
30
32
30
30
30
32
32
28
30
30
30
30
32
30
30
30
30
32
30
30
32
30
30
32
30
30
30
32
30
28
30
32
30
30
32
30
30
30
34
38
48
60
64
64
64
66
60
62
56
50
40
36
38
32
34
32
30
32
32
30
34
30
32
40
50
62
60
66
66
66
62
64
56
52
40
40
36
34
34
34
32
34
30
34
34
32
34
42
46
58
64
62
66
60
60
58
54
48
40
40
36
38
36
32
36
30
32
34
32
36
34
42
48
60
66
60
68
64
62
58
58
50
44
38
34
34
34
32
32
34
32
32
32
36
32
42
44
56
60
60
58
56
58
56
50
50
38
36
32
38
32
30
32
34
30
30
32
32
32
30
30
30
32
30
30
32
30
30
30
32
30
30
30
32
32
28
30
30
30
30
32
30
30
30
30
32
30
30
32
30
30
32
30
30
30
32
30
28
30
32
30
30
32
30
30
30
34
38
48
60
64
64
64
66
60
62
56
50
40
36
38
32
34
32
30
32
32
30
34
30
32
40
50
62
60
66
66
66
62
64
56
52
40
40
36
34
34
34
32
34
30
34
34
32
34
42
46
58
64
62
66
60
60
58
54
48
40
40
36
38
36
32
36
30
32
34
32
36
34
42
48
60
66
60
68
64
62
58
58
50
44
38
34
34
34
32
32
34
32
32
32
36
32
42
44
56
60
60
58
56
58
56
50
50
38
36
32
38
32
30
32
34
30
30
32
32
32
30
30
30
32
30
30
32
30
30
30
32
30
30
30
32
32
28
30
30
30
30
32
30
30
30
30
32
30
30
32
30
30
32
30
30
30
32
30
28
30
32
30
30
30
30
32
28
30
32
32
30
30
30
30
30
32
32
30
32
30
32
30
30
30
30
28
30
36
44
50
50
52
56
66
72
76
70
76
76
68
60
60
54
42
38
32
36
34
34
32
34
32
34
30
32
34
42
46
60
66
66
66
64
62
60
58
52
42
38
36
38
34
34
34
32
32
32
32
34
34
40
48
60
64
60
66
62
60
62
60
50
44
38
36
36
38
32
34
34
34
34
32
34
34
40
48
56
64
58
58
62
60
58
52
48
40
32
32
38
32
30
32
32
30
30
32
30
30
30
34
32
32
36
34
34
30
34
32
30
32
30
34
30
30
30
32
32
32
30
30
30
32
30
32
30
32
30
32
32
32
30
32
30
30
32
30
32
32
32
30
30
32
32
30
30
32
42
46
60
64
64
70
68
60
62
62
52
44
40
38
34
34
32
30
34
30
34
30
32
34
42
48
58
62
66
68
64
62
60
60
50
44
38
32
34
36
34
32
32
32
32
32
34
34
42
48
58
64
62
66
66
64
60
60
52
44
36
38
36
32
32
32
34
32
32
32
32
32
40
46
60
62
70
66
64
62
64
60
52
44
36
34
36
32
32
32
34
30
30
32
32
34
40
42
52
60
60
56
58
54
56
50
48
38
36
34
32
32
30
30
30
30
30
32
30
32
30
32
30
32
30
34
32
30
32
32
32
30
32
30
30
34
30
28
32
30
32
30
30
32
30
30
30
32
30
30
32
32
32
32
30
32
32
32
32
30
32
32
30
30
30
30
32
30
42
44
56
66
66
66
66
64
62
58
52
46
38
34
36
32
32
32
32
32
34
32
34
36
42
48
62
64
66
68
70
66
62
58
52
40
36
36
34
32
36
30
32
30
32
34
32
34
40
50
58
64
66
62
62
62
66
58
50
46
34
36
34
34
30
34
32
34
30
34
32
34
40
46
58
68
66
66
64
64
60
58
50
40
36
38
36
32
36
34
32
34
34
32
34
34
40
46
52
58
60
58
58
54
54
50
46
38
36
34
36
32
32
30
32
30
32
30
32
34
30
30
32
32
34
30
32
34
30
32
30
34
30
30
32
32
30
30
32
32
32
30
32
32
32
34
32
30
34
34
34
32
34
30
34
32
36
32
32
32
34
30
34
34
32
30
32
34
42
46
56
70
68
66
68
68
64
60
52
42
38
36
32
36
32
34
32
34
32
30
32
36
42
50
62
62
64
70
68
62
62
60
50
42
36
38
36
34
30
36
34
34
32
34
34
36
42
48
60
64
64
60
64
60
62
60
52
48
34
36
36
38
32
32
36
34
32
34
34
32
40
50
58
68
64
64
66
62
60
58
50
42
36
38
38
34
32
34
34
32
32
34
34
32
38
44
56
60
62
60
58
60
56
54
44
40
36
36
38
32
32
34
30
30
32
30
30
30
32
30
30
30
32
32
30
30
36
30
32
32
30
32
30
32
30
34
30
34
32
32
30
30
34
32
32
32
34
32
32
32
34
30
32
30
32
34
30
30
34
32
30
32
30
34
32
32
40
46
60
62
64
68
62
62
60
58
50
44
36
38
34
36
32
36
32
34
36
34
34
34
42
50
58
68
66
66
64
62
64
56
52
40
36
36
34
34
34
34
32
34
30
34
34
36
40
48
60
64
70
62
64
60
62
60
52
48
34
38
36
36
36
32
32
34
32
32
32
38
40
48
60
68
68
68
68
64
62
58
50
40
40
34
38
36
34
36
34
34
34
34
36
36
40
48
52
60
62
60
58
56
52
50
46
38
34
32
32
30
30
32
30
30
30
30
30
30
30
30
30
32
32
30
30
32
32
30
32
30
34
30
30
30
30
32
30
30
30
30
30
30
32
30
32
30
32
30
32
30
34
30
30
30
30
30
32
30
30
32
30
32
30
34
30
30
38
48
60
64
64
62
60
58
60
60
48
44
38
38
36
34
34
34
32
36
32
36
34
34
42
48
58
60
62
64
70
66
62
60
52
44
36
36
38
34
34
34
32
34
34
34
34
34
42
48
60
64
64
66
64
60
62
60
50
44
40
38
34
36
34
34
34
34
36
34
34
36
44
48
58
66
66
64
68
60
54
58
48
42
36
34
34
34
32
32
32
32
32
32
32
34
40
44
52
62
60
60
60
56
56
58
44
40
38
34
32
34
32
30
32
32
32
32
30
32
34
32
30
32
32
32
34
34
32
32
34
32
34
32
32
30
34
30
32
32
30
34
32
30
34
32
32
30
32
34
32
32
30
34
30
32
32
34
30
32
30
34
34
30
30
32
30
32
40
50
60
62
66
64
70
62
62
58
52
44
40
36
34
34
32
32
32
34
32
32
34
34
40
46
60
66
64
64
68
64
60
60
52
44
38
36
36
34
36
32
34
34
32
