temp_max_kelvins
246.96
248.28
248.46
245.78
247.24
247.35
245.14
246.67
246.8
243.42
244.84
246.1
244.68
245.62
246.03
250.15
250.83
250.64
250.83
250.39
250.13
244.99
246.68
244.25
243.44
243.35
242.87
242.12
243.52
244.55
242.39
244.25
242.18
240.14
241.8
241.91
239.93
242.34
242.81
245.44
247.03
246.98
246.84
247.22
246.64
242.6
243.25
242.81
241.85
241.74
241.76
240.61
240.91
240.93
239.68
240.72
240.73
239.56
240.22
241.45
239.95
241.95
242.07
246.98
247.72
247.41
248.05
248.81
248.83
246.21
247.23
246.95
245.74
246.81
247.1
245.69
246.6
246.7
245.02
245.76
245.84
245.11
246.34
247.31
246.31
248.04
248.26
252.96
253.66
253.38
253.49
254.76
255.01
251.63
253.06
252.39
251.16
253.25
253.61
251.6
253.7
254.09
253.74
255.56
255.81
254.03
256.13
255.73
254.42
256.4
256.03
257.49
258.42
258.14
257.82
259.26
258.94
254.07
255.7
252.66
250.57
252.6
252.74
249.57
251.26
251.21
249.55
251.76
253.29
251.04
253.45
253.44
251.04
252.96
252.64
255.54
257.02
257.19
257.22
258.37
258.47
255.0
256.75
256.75
253.92
254.55
254.58
253.93
254.32
254.11
253.0
253.55
253.55
251.26
252.85
252.85
250.14
252.55
252.55
255.74
256.65
256.65
257.2
258.25
258.25
253.45
253.65
253.65
249.75
250.06
250.04
249.0
250.47
250.5
248.59
248.75
247.75
245.67
247.16
246.08
242.68
244.47
246.66
250.64
251.14
250.8
252.25
251.45
251.62
246.64
247.97
247.07
245.16
246.29
246.38
243.88
245.51
245.63
243.76
246.06
246.09
244.67
246.18
245.85
244.54
247.15
247.15
249.42
250.38
250.21
250.8
251.03
251.04
248.34
249.35
249.35
247.76
249.55
249.55
246.95
249.05
249.05
246.81
247.61
247.67
246.59
248.56
248.19
247.01
248.59
248.97
251.27
251.56
251.35
251.45
252.15
252.2
247.95
248.73
248.34
247.5
248.48
248.72
246.11
246.93
247.17
245.62
247.71
247.9
245.86
246.76
247.09
245.89
248.05
247.46
250.3
251.1
250.85
251.56
252.89
252.58
251.32
249.46
248.01
246.4
247.59
247.91
246.21
247.31
247.58
245.81
247.09
247.17
245.14
246.49
247.0
245.64
248.8
248.05
251.5
252.21
252.64
252.46
253.89
254.03
249.27
250.78
250.11
248.64
249.17
249.69
247.2
248.09
247.72
245.67
246.71
246.69
244.07
245.7
245.9
244.79
246.5
248.46
252.0
252.67
253.1
254.33
254.78
254.13
251.42
252.08
251.18
251.89
252.45
252.59
254.06
255.05
255.05
255.87
255.15
255.15
255.47
256.45
256.45
255.79
257.25
257.25
257.63
258.35
258.35
258.36
259.35
259.35
258.48
259.95
259.95
259.25
260.55
260.55
259.65
261.35
261.35
259.62
261.85
261.85
260.94
263.05
263.05
262.31
263.85
263.85
265.06
265.85
265.85
265.67
266.35
266.35
265.52
266.35
266.35
265.29
266.55
266.55
265.53
266.55
266.55
265.08
266.05
266.05
264.49
265.85
265.85
264.16
265.95
265.95
266.69
267.15
267.15
265.74
267.15
267.15
263.53
263.64
262.75
262.04
262.37
262.58
262.1
260.62
259.88
258.24
258.38
258.18
256.59
256.57
255.71
255.85
256.38
258.37
259.31
260.31
259.81
259.16
259.82
259.64
256.75
257.39
255.98
255.37
255.98
255.87
253.87
254.7
254.89
253.68
254.66
253.74
253.7
254.92
256.17
253.88
256.13
256.48
257.39
258.98
258.97
257.7
259.9
259.96
257.39
259.54
259.89
257.17
259.74
259.67
256.43
259.08
258.96
255.38
258.43
258.98
255.27
258.89
259.61
256.22
260.51
261.38
259.46
263.13
263.09
261.25
263.34
263.17
257.32
260.53
258.7
255.56
258.96
259.31
255.29
258.32
258.38
253.58
255.66
253.47
250.99
254.53
253.53
251.06
253.11
254.59
255.57
256.54
256.45
256.32
257.48
257.71
252.53
253.65
252.43
251.15
252.15
252.28
250.56
251.78
251.92
249.87
250.67
250.6
250.52
252.54
253.91
252.74
254.51
254.4
257.44
257.99
257.81
258.22
259.34
259.51
256.09
257.14
256.39
255.32
256.31
256.04
253.19
255.44
255.53
253.21
253.63
251.38
248.14
250.94
251.12
249.08
251.83
252.58
256.15
257.6
257.35
257.87
258.13
257.73
253.33
253.8
252.73
250.7
250.36
250.3
247.89
249.54
250.15
247.98
249.55
249.57
246.28
248.12
249.13
248.29
250.13
251.28
253.63
254.16
253.64
254.64
255.08
254.31
250.82
252.41
250.46
250.09
249.89
249.74
247.68
247.48
246.99
245.86
245.96
246.79
245.46
245.84
245.45
243.15
246.81
246.02
249.28
249.86
249.49
250.65
250.62
250.9
246.47
247.1
246.42
244.55
246.68
246.88
246.43
247.69
247.55
248.55
248.41
248.26
247.8
248.08
250.36
249.36
250.85
250.6
252.54
253.63
253.59
253.16
254.89
255.29
252.58
254.32
251.78
251.19
251.63
251.76
250.62
251.15
251.15
249.03
250.01
249.82
246.36
247.66
249.21
248.59
249.56
249.11
250.04
252.12
251.6
252.93
253.42
253.54
251.88
252.59
250.88
250.2
251.69
252.02
250.83
252.09
251.98
250.75
251.98
252.15
251.44
252.42
253.42
252.36
253.16
253.31
255.01
255.85
255.9
255.76
257.15
257.37
254.46
255.82
253.93
252.5
253.99
254.08
251.52
252.72
252.95
250.74
251.42
251.66
249.31
250.27
251.39
250.22
251.19
251.65
254.73
255.43
255.33
255.19
256.15
256.53
251.67
252.58
250.55
249.19
250.21
250.1
248.18
249.74
249.8
248.6
250.01
250.12
248.75
250.1
251.09
250.11
251.62
254.39
255.53
256.44
256.45
257.26
258.43
258.61
252.09
253.44
251.99
250.93
251.56
251.91
250.43
251.93
252.31
250.75
252.32
252.41
250.21
252.11
251.77
249.86
253.2
253.68
256.38
257.65
257.33
257.46
257.82
255.79
249.78
251.94
250.08
248.63
249.34
249.61
248.3
251.65
252.04
250.03
250.8
250.54
247.3
248.11
249.31
246.11
250.04
250.77
251.68
252.45
252.81
254.01
254.89
254.82
249.71
250.43
248.86
247.42
248.64
248.62
245.37
247.27
246.79
244.04
244.37
244.45
244.37
244.98
246.59
245.58
246.95
248.39
250.59
251.07
250.93
252.55
253.88
253.89
248.92
250.21
247.51
246.5
247.53
247.52
246.02
245.74
246.09
245.4
246.22
245.92
244.21
244.54
245.34
243.49
246.25
249.38
252.27
253.32
253.31
254.17
255.55
255.65
250.5
252.76
251.02
248.88
251.11
251.51
249.8
251.92
252.07
250.76
252.65
252.89
251.61
253.51
255.83
253.91
256.13
256.28
258.48
259.46
259.25
259.74
261.46
261.65
258.48
259.96
259.21
258.43
259.78
259.9
259.11
260.25
260.11
260.06
260.8
260.66
259.83
260.34
259.87
259.77
260.02
259.78
260.35
260.21
260.24
260.05
259.78
259.91
258.15
259.35
259.35
256.97
257.85
257.85
256.23
256.65
256.65
256.33
256.33
256.5
254.49
256.05
256.05
253.52
255.28
255.25
257.56
259.04
258.55
257.0
258.32
257.48
253.01
254.23
252.3
250.85
251.44
251.49
249.73
250.71
250.81
249.54
250.91
250.36
249.05
249.68
250.18
249.59
251.12
251.64
255.48
255.55
255.23
256.74
257.31
257.83
254.86
255.87
254.55
254.25
254.61
254.68
253.31
254.4
254.49
253.08
253.58
253.72
252.71
253.84
255.46
254.71
256.48
256.05
259.22
260.06
259.74
261.23
261.71
260.38
253.39
255.48
252.21
251.71
252.64
253.27
250.15
252.12
252.51
249.1
251.36
250.8
248.36
251.04
249.96
247.85
249.69
252.53
255.69
256.92
256.69
258.27
258.61
258.75
251.48
253.87
250.9
248.59
250.78
250.46
247.57
250.31
250.84
247.88
250.35
249.92
246.78
249.26
247.78
245.38
247.79
249.73
252.8
253.74
253.5
256.26
256.7
256.09
252.41
252.93
250.23
248.55
249.49
249.81
247.27
248.17
247.87
246.71
247.45
247.11
245.88
248.24
246.92
245.71
248.04
249.37
256.0
258.15
258.15
259.86
262.85
262.85
257.1
259.35
259.35
253.9
254.65
254.65
250.17
251.57
251.8
247.49
249.62
249.05
248.02
249.78
249.9
248.05
250.21
250.17
254.1
254.57
254.24
256.47
256.7
255.94
251.91
252.11
249.75
249.22
249.4
249.5
247.84
248.48
248.5
247.05
248.52
248.61
246.72
248.44
249.44
248.19
250.86
251.86
254.41
255.08
255.11
257.05
258.05
258.47
252.91
253.95
250.28
249.0
249.17
249.75
247.48
249.36
248.54
245.79
247.33
246.26
243.18
244.54
246.73
245.54
250.15
