temp_max_kelvins
254.62
255.56
255.59
255.47
255.91
255.75
255.74
256.34
256.42
256.43
257.05
257.05
256.82
256.61
256.77
260.98
260.68
260.45
261.25
261.05
261.05
254.44
255.77
254.15
251.03
251.5
252.0
250.26
251.19
251.92
249.78
250.73
250.86
247.29
250.62
250.71
249.52
251.52
254.21
257.77
257.98
257.74
258.83
259.93
259.81
253.43
253.07
252.26
251.62
251.82
252.3
250.54
250.45
250.45
249.8
249.91
249.75
249.53
250.15
250.15
250.51
251.44
251.67
256.69
257.75
257.75
258.38
258.45
258.45
254.18
255.15
255.15
250.76
251.07
249.37
249.3
249.08
248.71
245.78
245.67
245.91
246.27
246.42
248.18
248.37
248.29
249.46
255.42
255.72
255.48
256.88
257.87
258.03
252.37
253.27
251.68
251.74
252.58
252.71
251.2
251.9
252.09
250.39
252.38
252.77
251.63
252.77
253.45
251.74
253.5
254.5
257.31
257.11
256.67
257.54
258.54
258.75
253.13
253.48
251.37
250.69
250.95
250.94
250.06
251.23
251.24
250.98
252.05
252.8
251.42
252.69
253.38
253.01
253.39
252.81
256.52
256.49
255.75
256.7
257.1
257.36
255.14
256.15
256.15
253.45
254.25
254.25
250.27
251.27
251.97
250.14
249.6
249.28
246.39
247.37
248.06
247.87
247.59
249.11
253.81
253.19
253.31
255.0
255.54
255.6
251.32
251.62
250.45
250.35
251.57
251.58
249.73
250.53
250.57
248.5
249.48
249.45
247.77
248.82
249.91
248.91
249.04
248.66
252.76
252.77
252.34
252.27
253.48
253.75
251.47
252.05
252.05
251.66
252.47
253.04
251.79
252.46
252.48
251.12
252.2
252.28
248.92
249.84
249.59
248.69
250.98
250.61
254.9
254.88
254.48
255.04
255.92
256.02
252.98
253.75
253.08
253.01
253.69
253.87
253.27
253.65
253.76
252.19
252.99
253.09
252.59
253.0
254.22
253.56
253.94
253.75
256.5
256.68
256.26
256.74
257.65
258.33
255.08
255.81
255.22
254.5
255.45
255.98
253.68
254.62
254.66
252.45
253.38
253.51
252.22
253.94
253.06
251.82
252.62
254.2
256.95
256.98
256.6
257.92
258.78
259.09
255.39
256.61
256.08
255.84
257.05
257.3
256.23
257.1
257.31
256.13
257.45
257.45
256.19
257.65
257.65
256.6
257.54
257.8
260.24
260.39
260.22
261.52
262.53
262.71
256.94
256.99
254.86
254.58
255.94
256.25
253.91
254.68
255.01
252.22
253.33
253.1
251.58
254.19
253.75
252.6
254.66
254.67
259.09
259.79
259.38
260.29
261.33
261.43
255.14
256.07
254.84
