weather_description
1
1
1
1
1
10
20
20
40
40
40
40
40
20
20
20
20
20
20
40
20
20
40
40
40
40
40
40
40
20
20
20
40
40
50
50
50
40
10
10
10
10
10
10
10
20
40
20
20
40
40
40
40
40
20
10
10
1
1
10
40
40
40
1
1
10
1
1
10
40
50
40
40
40
20
10
20
20
20
20
40
20
40
10
10
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
10
10
1
20
40
40
40
10
1
10
20
40
50
50
40
40
20
10
10
10
10
40
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
40
40
50
50
50
50
50
50
50
50
80
80
80
80
80
80
80
80
80
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
40
40
40
40
20
20
20
20
20
20
20
20
20
20
20
20
40
40
40
40
40
40
40
50
40
40
50
40
50
50
40
40
40
40
40
40
40
50
50
50
50
50
50
50
50
50
50
50
50
50
50
80
80
80
80
80
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
10
1
1
1
1
1
1
1
20
40
50
50
50
50
50
50
50
50
50
40
20
20
40
40
40
50
50
50
50
40
40
20
20
10
20
20
10
20
20
20
40
20
20
20
10
1
20
20
10
20
20
40
20
1
1
1
1
1
10
10
10
10
1
10
20
10
10
20
20
40
40
40
20
40
20
10
10
10
1
1
1
1
1
1
1
10
10
10
20
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
80
80
80
80
80
80
80
80
80
80
80
80
80
80
50
50
50
50
50
40
40
20
40
10
1
1
1
1
1
1
1
20
20
10
20
10
20
20
20
40
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
40
40
20
20
20
20
40
50
40
40
50
50
50
50
50
40
40
50
40
40
40
40
20
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
20
50
50
40
20
1
10
1
1
1
1
1
1
1
10
20
10
20
10
20
20
20
20
20
10
20
20
20
1
1
1
1
1
1
1
1
1
10
10
10
10
10
20
20
20
20
20
20
40
40
40
40
20
40
40
20
10
1
10
1
10
10
10
20
40
40
40
50
50
50
50
50
50
40
40
20
1
1
1
1
1
1
10
20
20
40
40
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
40
40
20
20
20
10
20
20
40
40
40
20
40
40
20
40
20
40
40
40
40
40
40
40
40
20
20
40
20
20
20
10
10
10
10
10
10
10
10
40
20
20
20
40
20
20
20
20
1
1
1
1
1
1
1
20
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
80
80
80
80
80
80
80
80
80
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
40
40
40
40
40
20
20
40
20
20
20
20
40
40
40
40
40
20
20
40
50
50
50
50
50
50
