weather_id
802
804
804
802
801
801
801
801
801
800
801
802
803
802
800
800
800
800
801
802
802
802
802
803
803
803
803
803
803
803
803
803
803
803
803
803
804
804
804
804
804
804
804
804
804
803
701
701
804
701
701
803
701
701
802
802
800
800
800
800
800
800
800
800
800
800
800
800
800
801
800
800
800
800
800
800
800
800
800
800
800
800
800
800
800
800
802
803
803
803
802
600
600
802
600
600
803
801
801
803
803
803
800
801
800
800
800
800
800
801
802
801
802
801
801
802
802
802
802
802
803
803
802
802
802
802
801
801
801
800
800
800
800
800
800
800
800
800
800
800
800
801
802
801
802
802
803
803
803
802
802
801
802
802
802
803
802
801
800
800
800
801
801
801
800
800
801
802
801
801
801
800
801
802
804
801
801
803
803
802
802
803
804
804
804
804
804
804
804
804
804
804
804
802
802
803
802
802
804
800
800
804
800
800
804
800
800
804
804
804
803
600
600
803
600
600
803
802
802
804
802
802
802
800
800
802
800
800
801
800
800
802
803
803
803
800
800
804
804
804
804
804
803
803
800
800
800
800
800
800
800
800
800
800
800
802
600
600
804
600
600
804
600
600
804
804
804
803
801
801
803
801
801
800
801
801
800
800
800
800
800
800
800
800
800
802
800
800
802
800
800
802
800
800
801
800
800
800
800
800
801
800
800
800
800
800
800
800
800
800
803
800
801
800
800
803
802
802
802
800
800
800
800
800
800
800
800
800
800
800
804
800
800
804
804
804
804
600
600
600
600
600
804
600
600
600
600
600
600
600
600
600
600
600
804
600
600
804
600
600
804
804
804
804
802
802
804
801
801
804
600
600
804
600
600
804
600
600
804
600
600
804
600
600
804
801
801
804
801
801
804
801
801
803
800
800
803
800
800
803
803
802
802
802
802
801
803
802
801
800
800
804
800
800
802
800
800
800
800
800
800
800
800
800
800
800
801
800
800
801
800
800
801
802
802
803
804
804
802
800
800
803
803
804
804
800
800
804
800
800
804
800
800
804
802
802
804
802
802
804
600
600
804
600
600
804
804
804
804
802
802
804
802
802
803
802
802
803
802
802
804
802
802
803
801
801
804
600
600
804
600
600
804
801
801
804
800
800
804
800
800
804
802
802
804
801
801
804
802
802
804
800
800
804
800
800
804
800
800
804
800
800
804
800
800
804
800
800
804
800
800
804
800
800
804
800
800
803
800
800
803
800
800
802
800
800
803
800
800
803
801
801
804
803
803
804
801
801
803
801
801
800
800
800
803
800
800
800
800
800
800
800
800
800
800
800
802
800
800
802
800
800
801
800
800
800
800
800
800
800
800
800
800
800
800
800
800
802
800
800
803
800
800
803
800
800
800
800
800
800
800
800
800
800
800
801
800
800
803
800
800
803
800
800
803
800
800
803
800
800
800
800
800
800
800
800
801
800
800
801
800
800
802
800
800
803
800
800
803
800
800
803
800
800
802
800
800
801
800
800
801
800
800
801
800
800
801
800
800
803
801
801
803
801
801
803
800
800
802
800
800
803
800
800
803
800
800
803
800
800
803
802
802
804
803
803
803
800
800
800
800
800
800
800
800
800
800
800
800
800
800
802
800
800
803
802
802
804
804
804
804
802
802
804
804
804
804
804
804
804
804
804
804
804
804
804
804
804
804
804
804
804
801
801
804
804
804
804
804
804
801
802
802
803
802
802
803
801
801
804
600
600
600
600
600
600
