clouds_all
1
3
4
0
1
22
25
49
69
68
67
62
51
46
42
30
32
39
41
53
48
50
53
71
82
80
72
67
51
41
35
45
78
84
90
92
93
84
19
20
15
17
14
14
15
36
54
41
41
52
61
65
77
69
47
24
15
7
3
23
51
54
51
8
2
11
5
1
11
72
93
71
80
62
44
22
27
41
27
50
58
32
56
18
22
5
2
4
5
3
1
0
2
5
5
7
2
8
5
7
13
13
5
40
63
61
58
22
8
12
34
65
87
87
84
64
41
15
13
16
21
67
94
94
94
97
97
97
99
98
100
100
97
94
91
92
90
83
82
92
99
100
100
100
100
100
100
100
100
100
100
100
100
100
100
98
98
98
98
97
96
97
98
98
100
100
100
99
98
96
96
95
90
86
85
81
67
53
51
36
42
40
29
33
44
39
34
40
42
39
45
62
59
70
67
70
71
84
87
84
84
94
83
96
94
84
78
80
79
74
72
79
86
93
99
100
99
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
98
98
91
21
5
2
1
1
1
2
9
47
81
95
100
99
99
99
99
97
93
86
69
50
45
57
66
75
85
92
91
88
70
64
38
36
24
33
28
16
27
34
50
52
46
41
43
13
10
39
38
16
26
41
55
31
10
1
1
1
1
24
22
16
19
9
12
25
22
14
28
26
63
51
65
38
69
41
13
13
13
6
6
8
4
7
4
5
23
22
16
37
92
88
97
99
95
98
97
99
97
95
92
94
90
94
96
96
95
97
97
95
97
98
96
96
97
98
99
99
99
100
98
99
99
97
96
98
98
100
99
99
99
98
100
99
98
98
99
98
100
99
99
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
94
92
89
64
58
42
52
18
1
0
2
1
3
3
3
42
32
22
28
17
25
27
38
72
100
99
99
100
100
100
99
100
100
100
100
100
100
100
99
100
98
99
99
99
98
100
98
98
97
97
97
94
96
94
91
92
88
85
87
74
54
40
44
36
49
67
85
76
79
92
90
94
99
100
63
80
100
79
60
71
70
42
9
0
0
0
0
1
0
0
0
7
4
3
3
1
4
2
1
1
7
25
90
85
61
48
2
13
5
3
1
5
2
2
2
14
25
23
25
19
38
48
37
47
42
22
32
32
43
8
1
0
1
2
2
5
3
9
15
17
19
17
22
35
34
35
37
46
45
62
82
82
67
47
56
68
43
20
9
12
10
24
13
21
26
52
64
80
89
89
87
89
90
89
83
66
50
7
1
1
1
3
10
11
31
49
67
75
87
97
90
87
88
91
99
96
98
93
96
96
98
97
92
89
76
66
47
33
27
22
33
43
54
60
51
46
51
69
43
63
49
60
78
81
73
69
66
51
53
46
39
66
39
36
33
16
14
14
13
23
18
21
19
61
44
28
28
68
49
40
36
29
3
1
4
0
0
2
1
31
89
99
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99
100
100
100
100
100
99
100
100
100
100
100
100
100
100
100
100
100
96
94
82
76
68
75
60
33
40
53
41
45
49
47
60
66
73
77
62
50
48
80
90
90
97
96
99
99
97
98
99
100
100
100
98
100
99
100
100
100
99
100
100
100
100
100
100
100
100
100
99
100
99
99
98
95
90
90
90
90
79
79
81
72
84
96
91
70
39
36
35
31
6
8
30
46
71
92
96
98
97
97
98
99
98
98
95
93
77
62
41
30
30
16
48
65
85
89
91
93
93
94
91
79
72
47
28
37
53
54
41
37
15
12
16
2
13
1
2
3
2
3
5
10
11
22
25
38
52
51
55
89
81
74
81
75
64
50
5
6
13
32
39
42
0
0
0
1
1
1
1
2
8
12
9
6
11
5
38
52
51
44
69
49
2
1
1
1
7
2
10
10
6
1
0
1
9
50
16
15
50
28
40
