clouds_all
49
36
55
51
67
60
56
12
5
6
14
9
11
12
8
50
70
76
79
81
78
70
65
84
93
96
92
62
41
49
36
36
32
42
11
5
4
47
44
40
62
89
92
86
91
59
62
57
51
48
43
45
27
35
45
64
100
99
99
100
98
100
100
99
100
99
99
100
100
100
100
99
100
100
100
100
100
100
100
100
99
99
98
94
95
94
92
91
88
83
79
63
49
39
33
33
24
34
30
36
32
36
37
25
19
23
23
13
13
6
3
4
6
20
5
7
4
12
24
40
92
99
99
100
99
100
96
96
89
60
58
49
49
43
24
25
19
13
5
6
4
2
4
6
39
11
41
28
42
59
43
0
0
0
0
0
0
0
0
3
2
1
8
16
15
27
53
53
62
81
71
75
66
64
61
61
64
62
6
4
6
11
15
21
21
20
16
24
36
41
42
52
55
51
13
2
1
0
0
0
0
0
2
8
20
30
56
80
86
95
99
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99
99
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99
95
94
91
76
69
68
60
59
50
46
82
28
47
83
94
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99
100
100
100
100
100
100
100
100
100
100
100
100
100
100
96
97
96
97
98
96
96
94
93
95
93
91
89
78
83
80
72
52
49
43
40
36
35
40
33
48
54
63
70
78
68
65
49
45
64
76
92
86
100
90
83
41
5
7
8
8
8
13
10
17
12
12
12
11
10
37
13
26
27
33
30
68
75
92
92
89
77
69
77
77
78
83
91
79
73
72
59
62
74
81
80
66
64
78
88
97
97
91
90
82
83
81
83
77
72
69
70
72
69
79
74
75
76
80
85
82
83
81
89
91
90
86
82
72
68
71
53
37
28
20
14
18
22
30
35
34
32
41
69
73
77
75
59
55
61
72
66
55
38
7
2
1
1
0
0
0
0
0
3
7
38
39
60
85
95
97
99
99
98
100
100
100
100
98
99
100
100
100
97
99
96
97
97
97
99
99
98
99
100
98
100
98
100
100
100
100
100
100
99
99
98
96
97
97
98
96
100
95
99
99
99
100
100
100
100
99
99
99
100
100
99
100
100
98
94
89
61
46
30
37
33
25
16
27
33
23
45
47
21
39
46
58
65
86
63
59
59
59
43
20
10
5
7
12
17
5
3
24
13
3
3
2
12
30
63
84
80
77
59
75
88
55
48
55
55
55
65
61
48
66
80
93
94
87
95
87
99
95
93
93
93
89
82
75
65
29
6
0
0
0
0
0
0
0
0
0
0
0
0
1
33
36
44
64
35
38
34
23
16
7
8
22
49
78
91
97
96
96
95
92
90
96
92
99
95
96
95
98
95
94
98
99
100
96
97
96
96
94
95
92
90
84
85
83
97
95
96
97
95
94
97
94
85
77
71
76
87
81
52
28
17
9
16
17
8
60
43
28
17
16
22
60
88
95
97
95
96
99
99
99
99
96
89
85
90
85
83
69
65
70
69
50
50
42
34
41
92
85
91
27
9
5
18
27
15
5
5
8
26
8
0
0
0
0
0
19
17
50
49
33
46
42
44
12
22
66
91
97
94
98
100
100
100
85
99
100
100
100
100
100
100
100
100
100
100
100
100
100
99
100
98
96
96
97
99
98
98
98
99
100
98
99
100
98
99
80
81
91
59
58
67
87
96
97
95
98
98
99
99
99
98
100
98
90
95
97
96
96
97
99
99
100
100
100
100
100
100
100
100
99
99
98
99
100
97
99
95
100
98
97
96
90
95
91
92
91
87
81
94
97
99
99
100
100
100
100
100
98
100
99
100
100
100
99
100
99
100
96
93
96
100
100
100
100
100
100
100
100
100
100
100
100
99
100
100
100
100
100
100
100
100
99
100
100
100
100
99
97
99
98
98
100
97
98
98
99
93
85
80
75
77
80
77
84
81
76
79
67
71
74
70
83
80
77
57
80
57
36
43
50
54
39
39
40
6
8
14
26
16
42
54
67
65
56
46
48
48
83
98
95
