clouds_all
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
100
99
98
100
100
100
90
90
97
78
73
74
90
90
95
100
97
96
90
90
96
100
100
100
90
90
100
100
100
100
90
90
100
99
97
94
40
40
75
62
64
59
20
20
75
78
87
89
90
90
89
88
78
54
20
20
25
14
18
15
1
1
17
26
32
36
40
40
13
12
9
20
1
1
71
68
51
14
1
1
10
30
47
47
1
1
49
52
49
48
1
1
37
46
85
85
90
90
86
87
87
83
40
40
79
67
69
57
20
20
38
46
39
35
20
20
44
39
46
51
63
20
72
59
38
53
1
1
22
40
9
7
1
1
51
71
92
96
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
99
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
99
90
90
58
61
74
81
1
1
53
29
24
41
1
1
80
84
78
80
40
40
80
75
68
95
1
1
91
79
68
53
1
1
39
50
56
64
1
1
86
65
78
82
90
90
83
89
96
94
90
90
96
96
97
93
90
90
79
76
73
51
1
1
11
2
0
0
1
1
2
2
3
2
1
1
8
14
20
22
1
1
14
17
14
13
1
1
6
3
32
41
1
1
58
55
52
25
1
1
25
17
10
2
20
20
58
86
83
81
40
40
100
100
92
99
20
20
100
100
83
32
1
1
7
4
17
2
1
1
5
6
4
4
1
1
51
77
65
75
1
95
81
91
71
75
1
1
70
65
66
70
1
1
94
86
91
94
1
1
95
95
94
96
20
20
99
96
95
92
40
40
93
66
39
5
1
1
4
3
31
49
1
1
5
4
4
30
40
40
80
46
15
36
40
40
96
98
91
88
90
90
58
45
31
62
1
1
20
19
21
18
20
29
18
13
30
73
1
1
3
2
5
4
1
1
0
0
26
26
1
1
17
13
36
44
40
40
71
73
60
78
40
40
50
46
39
33
1
1
38
35
46
73
90
90
33
54
41
30
90
90
50
22
1
0
1
1
0
0
10
4
1
1
12
14
17
14
1
1
22
17
19
26
1
1
34
39
54
73
1
1
0
0
0
0
1
1
0
0
6
11
1
1
43
73
98
100
1
1
84
84
56
35
40
40
3
2
0
0
1
1
0
0
0
0
1
1
0
0
14
50
1
1
4
7
41
82
40
40
97
100
100
99
90
90
100
100
100
99
90
90
96
92
94
94
90
90
94
96
92
94
75
75
90
93
88
67
20
20
61
78
91
96
90
90
98
99
98
97
90
90
99
99
100
99
90
90
99
97
96
98
90
90
94
93
86
88
20
20
80
71
74
60
90
90
80
80
71
71
20
20
46
28
35
28
1
1
12
16
20
10
1
1
24
14
37
30
20
20
42
69
92
95
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
99
100
90
90
100
100
99
98
90
90
100
99
99
99
40
40
100
98
97
95
20
20
84
65
48
56
1
1
65
72
65
51
1
1
82
87
93
96
40
40
95
82
60
87
40
40
5
2
0
0
1
1
64
94
96
99
1
1
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
99
90
90
100
100
100
100
90
90
100
100
100
99
90
90
95
91
94
79
20
20
96
91
87
89
90
90
91
87
85
82
90
90
80
91
96
95
90
90
100
100
100
100
20
20
96
96
97
98
90
90
98
94
99
99
40
40
99
99
97
96
20
20
98
97
86
76
20
20
49
50
52
40
1
1
19
18
15
32
20
20
61
79
89
87
40
40
86
89
80
79
40
40
39
29
7
3
20
20
1
6
10
9
1
1
60
61
48
39
40
40
78
62
67
99
1
1
84
86
95
95
1
1
98
98
98
98
1
1
44
26
12
50
1
1
50
58
40
39
29
31
28
28
26
19
20
20
55
60
64
66
1
1
44
28
18
39
1
1
17
19
53
72
1
1
13
6
1
2
1
1
0
2
3
14
1
1
56
57
60
78
90
90
89
96
99
91
40
40
20
12
18
16
75
75
28
32
25
30
40
40
66
81
79
89
90
90
100
100
99
98
90
90
100
99
100
99
90
90
100
100
99
98
40
40
98
100
100
100
20
20
85
67
69
88
20
20
59
55
57
55
20
20
30
23
20
18
90
90
63
67
50
69
40
40
66
52
45
36
20
20
24
17
20
23
1
1
71
84
88
91
1
1
85
92
91
90
75
75
81
61
58
80
40
40
61
48
32
35
1
1
60
72
88
81
1
1
81
82
97
94
40
40
10
7
3
1
1
1
12
9
8
11
1
1
9
20
14
12
1
1
21
34
23
21
47
23
38
66
83
92
20
20
81
89
87
86
78
81
85
82
81
65
20
20
6
3
42
42
1
1
58
51
11
31
1
1
0
0
0
1
1
1
0
0
0
0
1
1
0
0
14
32
6
39
58
73
47
12
1
1
0
0
0
0
1
1
0
0
0
2
1
1
3
1
51
15
56
21
10
0
0
0
1
1
8
58
93
99
1
1
100
100
100
100
40
40
100
93
95
97
90
90
16
24
38
61
20
20
94
97
100
69
1
1
76
71
94
81
1
1
90
100
100
99
1
1
77
82
88
91
1
1
79
49
25
1
1
1
0
0
1
1
1
1
0
0
50
40
1
1
13
6
14
24
40
40
79
87
81
50
1
1
89
89
83
74
1
1
0
2
0
18
1
1
13
16
18
0
1
1
0
0
0
0
1
1
0
0
7
4
1
1
47
76
86
96
20
20
93
93
92
93
40
40
89
95
91
95
40
40
97
96
85
66
20
20
49
60
66
76
20
20
95
97
93
99
90
90
100
100
100
100
90
90
99
99
99
100
40
40
99
79
24
28
20
20
4
15
63
87
20
20
93
46
47
43
1
1
62
70
70
58
1
1
39
50
66
59
1
1
80
51
78
49
1
1
8
3
5
11
1
1
33
36
19
54
1
1
92
93
38
47
1
1
0
0
0
0
1
1
0
0
0
0
1
1
0
0
0
0
1
1
0
0
0
1
1
1
4
4
5
9
20
20
0
0
0
0
1
1
13
6
11
57
1
1
78
88
95
99
40
40
97
98
95
93
40
40
87
83
76
82
1
1
87
88
93
93
91
89
85
85
88
88
1
1
63
54
46
29
1
1
5
13
12
15
1
1
59
59
51
68
1
1
51
58
54
73
40
40
49
43
23
37
1
1
2
1
0
1
1
1
1
0
0
0
1
1
0
0
33
57
40
40
97
97
100
99
90
90
99
99
97
87
40
40
30
19
28
27
1
1
49
54
57
50
90
90
8
0
2
29
20
20
43
38
63
97
40
40
99
100
100
100
90
90
97
96
98
92
90
90
95
96
97
97
75
75
98
99
100
99
75
75
95
84
79
80
20
20
85
86
89
92
40
40
97
98
99
100
40
40
100
98
94
83
1
1
75
78
84
88
1
1
97
98
98
97
40
40
96
96
65
93
1
1
47
46
71
83
1
1
79
67
51
46
1
1
22
12
7
5
1
1
0
0
0
0
1
1
0
0
12
29
20
20
0
8
42
92
20
20
94
93
87
75
1
1
15
6
3
6
1
1
1
0
0
0
1
1
0
24
54
11
1
1
0
0
13
9
18
75
100
100
100
100
40
40
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
98
100
90
90
100
100
100
99
90
90
100
99
98
98
90
90
95
94
98
100
90
90
92
54
56
57
1
1
71
60
53
52
1
1
44
49
84
77
47
51
64
88
74
92
40
40
83
47
11
1
1
1
10
8
7
2
1
1
4
5
66
69
40
40
68
57
56
60
40
40
8
0
0
0
40
40
1
2
3
1
1
1
2
2
3
5
40
40
13
10
10
23
20
20
9
3
0
0
1
1
2
4
6
3
1
1
2
2
12
2
20
20
66
87
87
88
40
40
72
62
54
54
20
20
90
93
95
97
20
20
52
76
93
99
40
40
99
99
98
100
90
90
61
27
20
32
1
1
47
55
61
55
1
1
49
75
94
92
90
90
86
66
94
85
20
20
0
0
0
2
1
1
95
98
97
97
1
1
98
99
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
94
90
90
54
58
67
86
90
90
72
50
25
14
40
40
11
4
32
40
20
20
99
93
76
49
90
90
4
4
1
0
0
8
28
98
95
100
90
90
97
94
97
72
49
90
100
100
100
100
90
90
99
98
99
100
90
90
98
89
79
75
90
90
100
100
100
100
90
90
68
46
27
11
20
20
87
100
100
100
90
90
100
100
100
100
90
90
100
98
99
96
90
90
88
94
85
78
40
40
96
94
58
30
20
20
0
0
0
0
1
1
0
0
0
1
1
1
6
0
0
2
1
1
19
30
49
74
20
20
94
99
98
97
40
40
98
100
98
98
20
20
100
100
98
98
20
20
97
95
97
96
90
90
91
79
84
95
90
90
89
87
67
83
20
20
43
27
0
0
1
1
0
0
2
0
20
20
2
14
55
75
40
40
94
99
96
94
75
75
49
79
88
95
20
20
100
99
99
100
40
40
100
98
100
98
40
40
87
62
74
76
1
1
65
68
85
71
1
1
98
100
95
84
1
1
31
43
52
74
99
89
2
0
0
0
1
1
64
46
38
12
4
4
7
6
1
0
1
1
0
0
3
0
1
1
11
0
0
0
1
1
0
1
6
11
1
1
31
40
52
46
40
40
69
61
100
100
90
90
82
91
88
80
40
40
92
75
35
68
1
1
98
100
100
99
90
90
100
100
100
100
40
40
99
100
100
100
100
100
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
99
100
90
90
99
99
100
100
40
40
95
95
96
91
90
90
97
99
100
100
40
40
99
97
93
82
20
20
54
46
36
36
1
1
76
75
84
71
1
1
73
94
98
94
75
75
92
76
58
36
1
1
1
14
30
47
1
1
0
0
0
0
1
1
0
3
16
37
1
1
26
7
74
79
1
1
2
0
3
1
20
20
59
94
90
97
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
99
100
75
75
100
100
100
100
90
90
100
100
99
100
90
90
96
90
90
96
90
90
94
97
97
100
90
90
100
100
100
100
40
40
97
95
94
97
40
40
96
98
92
88
40
40
71
67
50
11
20
20
40
65
100
98
20
20
69
18
11
17
40
40
53
71
70
47
1
1
14
27
55
65
40
40
100
97
97
100
90
90
100
100
100
95
90
90
97
98
100
100
90
90
96
77
64
39
40
40
22
32
49
48
20
20
35
22
19
23
1
1
10
2
0
0
20
20
12
99
100
98
75
75
100
100
99
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
99
95
51
20
20
32
44
54
56
40
40
86
70
40
53
1
1
70
14
21
40
90
90
78
82
67
58
40
40
12
38
58
67
75
75
80
79
80
73
27
6
3
20
50
49
20
20
32
54
82
66
40
40
1
0
19
90
20
20
100
100
100
100
90
90
100
100
100
100
90
90
97
94
86
86
40
40
16
11
6
59
20
20
22
4
12
14
1
1
98
100
100
100
90
90
100
100
100
99
40
40
98
98
100
100
90
90
70
92
94
74
90
90
26
29
89
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
99
99
90
90
94
98
97
97
40
40
23
20
13
7
1
1
3
12
70
91
40
40
50
31
57
70
90
90
96
96
89
23
40
40
3
24
29
32
1
1
57
79
77
83
20
20
65
14
0
0
1
1
0
0
0
0
1
1
0
0
0
0
1
1
0
0
0
0
1
1
0
0
0
0
1
1
0
0
0
0
1
1
0
0
0
0
20
20
16
46
43
56
1
1
100
94
94
93
40
40
100
100
100
99
90
90
100
100
100
97
90
90
97
100
100
100
90
90
100
100
98
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
97
99
96
82
90
90
96
98
98
99
90
90
100
89
79
85
40
40
98
96
73
19
40
40
80
80
6
0
40
40
100
100
100
100
90
90
100
100
100
64
40
40
100
100
100
98
90
90
93
90
97
95
90
90
100
100
100
100
90
90
100
100
92
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
75
75
100
100
100
100
90
90
100
100
100
100
90
90
97
100
96
59
75
75
24
54
75
95
20
20
12
94
79
6
20
20
44
20
8
4
1
1
28
43
68
14
20
20
96
98
95
82
90
90
89
52
24
3
40
40
2
11
21
55
20
20
99
94
95
83
40
40
26
20
35
45
40
40
34
18
25
50
40
40
95
93
66
15
20
20
7
1
1
1
1
1
37
47
71
77
90
90
95
98
56
46
40
40
15
13
43
63
20
20
98
99
93
86
90
90
69
59
69
88
90
90
100
99
97
90
20
20
0
0
13
52
20
20
100
98
100
98
90
90
23
16
32
90
75
75
89
64
70
100
90
90
100
100
100
100
20
20
100
100
100
94
90
90
100
99
95
84
40
40
23
14
10
5
13
42
32
33
27
29
40
40
75
62
48
95
90
90
85
98
100
100
40
40
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
90
90
100
100
100
100
