Total Data Center (kW)
102
102
102
102
102
100
100
100
100
100
100
100
100
100
102
100
100
102
100
100
100
100
102
100
100
102
102
102
100
100
102
100
100
100
102
100
102
100
100
100
100
100
100
102
100
102
100
100
102
100
102
102
100
100
100
102
100
102
102
100
102
100
102
100
102
100
102
100
100
100
100
100
100
102
102
102
100
102
100
100
102
102
102
102
100
100
100
100
100
100
98
100
98
100
100
100
100
100
100
100
100
98
100
100
100
100
98
100
100
100
100
100
100
100
100
100
102
98
100
100
102
100
100
102
100
100
100
100
100
100
102
100
100
104
108
106
100
102
102
102
104
102
102
102
104
104
102
104
102
102
104
102
102
102
100
102
102
102
102
102
102
102
102
102
102
102
102
102
104
106
102
104
102
102
104
102
102
102
102
104
108
96
102
102
102
102
104
102
102
102
102
102
102
102
102
102
102
102
102
102
104
100
102
104
100
104
102
102
102
100
104
102
100
102
102
100
100
102
102
102
102
100
100
102
100
102
100
104
102
102
100
100
102
102
102
102
100
102
102
100
102
102
102
102
100
102
100
102
102
100
102
102
102
102
102
102
102
100
102
102
102
100
102
102
100
102
102
102
100
102
100
102
100
100
102
102
102
102
102
100
102
102
102
102
102
102
100
102
102
102
102
104
102
102
102
102
102
102
102
102
102
108
110
108
102
102
100
102
100
104
100
102
102
102
102
100
102
102
100
100
102
100
100
102
102
102
106
102
102
100
100
102
100
100
102
100
100
102
102
102
102
100
100
102
102
102
102
100
102
102
100
100
104
100
102
100
100
102
102
100
102
100
102
100
100
100
102
102
100
102
100
100
100
102
100
102
100
102
102
102
102
102
100
100
100
100
102
100
100
100
102
100
102
102
102
102
104
102
104
102
102
102
100
104
102
102
102
102
100
102
102
102
100
102
100
102
100
102
100
102
102
102
100
102
104
98
102
100
100
102
100
100
102
100
102
100
102
100
100
100
100
102
100
102
100
102
102
100
100
100
102
100
102
100
102
100
102
102
104
100
102
102
102
100
102
102
102
100
102
102
100
102
100
102
100
100
100
102
102
102
102
100
102
102
100
102
100
102
102
100
102
100
102
102
100
102
100
100
102
100
100
102
102
100
102
102
102
102
102
100
104
100
102
102
102
102
102
102
102
102
102
102
100
100
102
102
102
100
100
102
102
102
100
102
100
102
100
100
102
100
100
102
100
102
100
100
100
102
100
102
100
100
102
102
100
102
102
102
102
100
102
102
102
104
102
102
102
100
102
102
100
102
102
102
102
102
102
102
102
102
100
102
100
102
104
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
104
102
102
102
102
102
102
102
102
100
102
102
102
102
102
102
102
100
102
102
102
100
102
100
102
102
102
102
100
102
102
102
102
104
102
102
102
102
102
102
102
102
100
102
102
102
100
102
102
102
102
102
102
100
102
102
100
104
102
102
106
110
110
108
104
102
102
104
102
102
102
102
102
104
102
102
102
102
102
100
102
102
102
102
102
104
102
102
102
102
102
102
100
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
100
102
100
102
102
102
102
102
102
102
100
104
102
102
100
102
102
102
102
102
102
100
104
100
100
104
100
102
102
100
102
100
102
102
102
102
100
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
104
100
102
102
102
100
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
104
102
102
102
102
102
102
102
104
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
104
102
102
104
102
102
102
104
104
102
104
102
104
102
102
104
102
102
102
104
102
104
106
104
102
102
104
104
102
106
104
102
102
104
102
104
102
102
104
102
104
102
102
104
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
104
104
104
102
104
102
102
102
102
102
102
102
102
104
102
102
102
100
102
102
102
102
100
102
102
100
102
102
100
102
102
100
102
102
100
102
100
102
102
100
102
102
102
102
102
102
100
102
102
102
102
102
100
102
102
102
100
102
102
102
102
102
102
102
102
102
102
100
102
102
102
102
102
100
102
102
102
102
102
102
102
100
102
100
102
102
102
102
102
102
102
100
102
102
102
102
102
100
102
102
102
102
102
102
102
102
102
100
102
102
104
100
102
100
102
102
102
100
102
102
100
102
102
100
102
100
104
102
102
102
102
102
102
102
102
102
102
102
104
102
102
106
102
102
100
102
102
102
102
102
104
102
102
100
102
102
102
102
102
102
104
104
104
102
110
104
102
104
102
100
104
102
102
102
104
102
102
102
102
102
100
102
102
104
108
108
110
110
112
106
102
104
102
100
104
102
102
102
104
102
102
102
102
102
100
102
104
106
110
106
110
104
106
102
102
102
104
102
104
102
102
104
104
102
102
102
102
100
102
102
102
102
104
102
104
102
102
102
102
102
104
102
104
102
102
102
102
104
102
102
102
102
102
102
102
104
102
104
102
102
104
102
102
102
102
102
104
104
102
102
104
102
104
102
104
102
102
102
102
104
104
100
104
100
102
104
102
102
110
100
98
102
104
102
102
102
102
102
100
102
102
100
102
100
102
104
100
100
102
102
102
102
102
102
100
102
102
102
102
102
102
102
102
100
102
102
100
102
102
102
100
102
100
102
100
102
102
102
100
102
102
100
104
102
100
102
102
100
104
102
102
102
102
102
104
102
102
102
102
102
100
102
102
102
102
102
104
102
102
102
100
102
102
102
102
102
102
102
102
102
104
102
100
102
102
102
104
102
102
102
102
102
104
102
102
102
102
102
102
102
102
104
104
102
102
102
102
102
102
104
102
102
102
102
102
102
102
104
100
102
102
102
102
104
102
102
102
102
102
104
102
102
102
102
102
102
102
102
104
102
102
102
102
102
104
102
102
104
100
104
102
102
102
102
102
102
100
102
102
102
100
102
102
102
102
102
100
102
102
102
100
102
100
102
100
102
102
100
102
102
100
104
100
102
102
102
104
102
102
102
102
102
102
102
100
102
104
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
102
104
102
102
102
102
102
102
110
106
106
106
102
104
102
102
102
102
102
102
102
104
102
102
102
102
102
104
102
102
104
104
102
104
104
106
102
102
102
102
102
102
102
104
102
102
100
102
102
102
100
102
102
104
102
104
104
102
104
104
104
100
104
104
102
104
102
102
104
104
104
104
102
102
102
102
104
104
102
102
104
104
104
102
102
102
102
102
102
102
102
102
102
104
102
102
102
104
102
102
102
94
110
102
104
104
102
102
102
102
102
102
104
102
104
102
104
102
102
102
104
102
102
102
102
102
102
104
102
102
102
102
102
104
102
104
102
104
102
102
104
102
104
104
104
102
102
102
102
104
102
102
104
102
104
104
104
102
106
104
102
104
102
102
104
104
102
102
102
102
102
104
102
102
106
104
102
106
102
102
104
104
104
104
102
104
102
102
102
104
104
102
104
102
104
102
104
102
104
102
104
102
104
104
102
102
104
102
102
104
102
104
102
104
104
102
104
102
102
102
106
104
102
104
104
106
106
108
104
106
104
104
104
102
104
104
102
104
104
106
104
104
102
104
104
106
104
104
104
106
106
108
104
104
104
106
106
104
106
104
104
102
104
106
104
102
104
102
104
104
104
104
104
104
104
106
106
104
104
104
102
106
102
106
104
102
104
104
104
104
102
106
104
104
104
106
104
104
104
104
106
102
104
104
102
104
104
104
104
106
104
102
104
104
104
102
104
104
104
102
104
106
104
104
106
104
104
106
104
104
106
104
106
106
104
104
104
104
104
106
104
104
104
106
106
106
104
106
106
104
108
104
106
104
104
106
106
106
104
104
104
106
104
106
104
106
104
106
106
108
114
104
108
106
104
106
106
104
104
106
104
104
108
104
104
104
104
104
104
104
104
104
108
106
108
104
104
102
104
102
104
102
104
102
106
104
104
104
104
102
104
104
104
104
104
104
104
106
104
106
104
104
104
104
104
104
104
104
104
104
104
104
104
102
104
104
102
104
104
106
104
104
104
104
106
104
104
102
104
106
102
104
104
106
102
104
102
102
102
104
102
104
104
104
104
104
104
104
104
104
104
104
102
104
104
104
102
106
104
104
104
102
104
104
102
104
104
104
104
108
104
108
104
106
106
106
104
104
106
104
104
104
104
104
104
104
104
104
104
102
104
104
104
102
104
104
102
104
104
102
104
104
104
102
104
104
104
102
104
102
104
104
104
104
104
104
104
104
102
104
104
104
104
102
104
102
104
104
104
106
102
104
104
102
104
102
104
104
104
104
104
104
104
104
104
102
104
102
104
104
104
102
104
102
104
104
102
104
104
104
102
104
102
106
104
102
102
104
104
102
104
102
104
104
104
106
102
104
104
104
104
102
104
104
104
104
102
104
104
102
102
104
104
102
104
102
102
104
102
104
104
104
104
104
104
104
102
104
104
104
104
104
104
106
104
104
102
104
102
102
102
104
104
104
104
106
106
104
104
104
104
106
104
106
106
104
104
104
104
104
104
104
102
102
102
104
104
102
104
106
104
104
104
104
102
104
104
104
102
106
104
104
104
104
102
104
102
104
102
104
102
102
104
102
104
104
102
104
102
104
102
104
104
102
102
104
102
102
102
104
104
102
104
102
104
104
104
106
104
106
104
102
106
102
104
104
104
102
106
104
104
108
104
104
104
104
102
104
104
102
104
104
104
104
102
104
104
104
104
104
104
104
104
104
106
106
104
106
104
104
104
102
104
102
104
104
104
104
104
104
102
102
104
104
106
114
110
110
110
108
106
110
106
104
106
104
106
104
106
106
106
108
104
104
104
104
106
104
102
104
104
104
104
104
104
104
104
104
104
104
104
104
104
104
104
102
110
96
104
102
104
104
102
104
102
102
104
102
104
104
102
104
102
104
104
104
102
104
104
104
104
102
102
104
104
104
104
104
108
104
106
106
106
104
108
104
104
104
104
104
104
104
104
104
104
104
104
106
106
102
106
104
104
104
106
104
104
104
104
104
104
104
104
104
104
104
104
106
104
104
106
104
104
106
104
104
106
104
104
104
106
104
104
104
104
104
104
104
104
104
104
104
106
106
106
104
104
106
104
104
106
106
108
104
106
104
108
104
106
102
104
104
106
104
104
104
104
106
104
106
106
104
108
108
106
110
106
104
106
104
104
104
104
106
104
102
106
104
104
104
104
102
104
104
102
104
102
104
104
104
102
104
102
104
104
102
104
102
104
104
102
104
102
104
104
102
104
104
102
106
102
104
106
102
106
102
104
104
104
102
104
104
104
104
104
104
104
102
104
102
104
102
104
106
106
106
106
104
104
104
104
104
104
104
104
104
104
104
104
104
104
102
104
104
104
104
104
104
104
104
104
104
102
104
102
104
104
104
102
104
106
104
102
104
106
106
104
102
104
104
106
104
106
104
106
106
106
104
102
104
104
104
104
104
104
104
104
106
106
104
106
104
106
104
104
104
102
106
104
104
104
102
104
104
104
104
104
104
104
104
104
104
104
104
104
104
106
104
104
104
106
106
106
106
108
106
106
106
104
106
104
104
104
104
106
104
104
104
104
102
104
102
106
102
106
108
104
106
106
106
106
104
106
104
106
104
106
106
106
106
106
104
104
106
104
104
106
108
106
106
112
108
110
106
106
106
106
104
106
106
106
104
104
108
106
104
104
106
104
106
106
106
106
106
106
106
108
106
106
104
106
106
104
104
106
104
104
106
104
104
106
104
102
106
104
106
104
106
106
106
106
108
104
106
106
106
108
106
106
106
106
108
106
106
108
106
106
106
106
108
110
108
110
112
112
110
110
108
110
108
108
108
106
106
106
108
106
106
106
106
106
106
108
106
106
106
106
108
110
108
106
108
108
106
106
106
106
106
106
108
106
106
106
106
106
106
106
106
108
106
106
106
106
106
106
106
106
106
106
106
106
108
106
108
108
106
106
106
106
106
106
106
106
108
106
108
108
108
106
108
106
108
108
108
106
106
108
108
108
108
108
108
108
108
108
108
108
108
108
108
108
106
108
106
108
106
106
106
108
106
108
108
108
106
106
108
106
108
106
106
108
110
102
108
108
106
108
106
106
106
106
108
106
106
108
108
106
106
108
106
106
106
108
108
106
108
108
106
106
108
106
106
106
106
106
108
106
106
106
108
106
106
108
106
106
108
106
108
106
106
110
106
108
106
106
106
106
108
108
104
106
106
106
106
106
106
104
106
106
108
106
108
108
110
106
106
110
108
106
108
106
106
106
106
108
106
106
106
106
106
106
106
104
106
106
104
108
104
108
106
106
106
106
106
106
106
106
106
106
106
106
106
106
108
104
106
106
106
104
106
106
104
106
106
106
106
106
106
106
106
106
106
106
106
108
106
106
106
106
108
106
106
106
108
116
106
108
108
106
106
106
108
106
106
108
106
106
106
108
106
106
106
106
106
106
106
106
106
106
106
106
108
108
106
106
106
106
106
106
106
106
106
108
106
106
106
106
106
104
106
106
108
108
110
108
106
108
108
106
106
106
106
108
106
106
106
106
108
106
108
106
106
108
106
106
106
106
106
110
114
102
108
110
106
108
110
108
106
106
106
106
108
106
108
104
106
106
106
108
108
110
108
114
112
114
110
106
112
106
110
108
108
106
108
106
108
106
108
106
106
106
110
108
106
108
116
118
112
110
112
112
110
112
108
108
108
108
110
108
108
108
106
106
106
106
106
108
108
116
112
112
110
112
112
116
108
112
108
112
106
108
106
110
108
108
106
108
108
112
108
106
108
116
110
116
118
114
116
116
114
110
108
110
108
108
106
106
108
106
106
106
106
106
106
108
110
108
112
110
114
116
110
116
110
108
110
108
108
108
108
108
110
108
108
108
108
106
108
110
108
106
108
108
108
108
110
106
108
110
106
108
106
108
108
110
110
108
108
110
108
108
108
108
108
108
108
108
108
108
110
108
108
108
108
108
108
108
108
106
108
106
108
106
106
108
110
108
110
108
112
116
112
112
114
112
108
110
108
110
110
98
98
100
100
100
98
98
100
98
98
100
98
98
100
98
100
100
96
100
98
98
98
98
100
98
98
98
100
100
98
98
100
98
98
100
98
98
100
98
100
98
98
100
100
100
98
100
100
100
98
100
102
98
100
100
98
98
98
96
98
100
100
100
102
100
104
104
100
100
100
100
100
100
100
98
100
98
100
98
98
100
100
100
106
104
100
100
100
98
100
98
100
100
100
100
98
100
98
100
102
98
100
100
100
100
98
100
100
100
100
98
100
100
100
100
100
100
98
100
100
98
100
100
102
100
98
100
100
100
98
100
100
100
98
100
100
98
98
100
98
100
98
100
98
98
100
100
100
100
100
98
100
98
98
98
98
100
98
98
96
98
98
98
96
98
98
98
98
96
98
98
96
98
98
96
98
98
98
100
96
98
96
98
96
100
96
98
96
98
100
96
98
96
98
96
98
98
96
98
98
96
98
96
98
96
98
98
100
98
98
98
98
102
98
96
98
96
98
100
100
96
98
96
98
102
98
104
102
102
104
102
100
102
104
102
98
98
102
98
98
98
98
98
100
98
96
96
98
98
96
98
98
98
98
98
98
98
98
98
96
100
98
96
98
98
98
98
98
98
100
98
98
98
98
98
98
98
102
100
104
104
100
106
96
98
98
98
98
98
98
96
98
98
98
100
96
98
98
98
100
98
106
104
106
106
106
102
102
102
102
98
100
100
98
98
98
98
98
96
98
98
98
100
100
102
102
104
104
104
104
102
102
96
102
96
98
100
98
98
98
98
98
96
98
96
98
98
96
98
100
98
102
100
98
100
98
98
98
96
98
98
98
98
100
100
98
98
96
100
98
98
100
102
104
100
106
104
106
106
106
106
106
102
102
102
102
100
104
102
100
98
104
98
104
106
106
104
102
104
100
102
98
100
96
96
96
98
96
98
96
96
96
96
96
96
98
96
98
96
100
100
104
100
104
106
106
106
106
100
100
98
98
98
98
102
100
98
98
100
96
100
102
106
106
106
106
106
106
108
106
104
108
104
104
104
104
102
100
102
102
98
100
102
102
106
106
106
106
106
106
108
106
108
108
106
108
106
106
106
102
98
98
100
102
98
98
98
100
102
106
100
106
106
106
106
106
106
106
106
106
102
104
102
100
98
98
102
100
100
98
98
102
98
100
100
98
102
106
106
106
106
106
106
106
106
106
104
106
106
102
102
104
102
98
102
102
100
104
108
108
106
108
108
106
108
108
106
108
106
106
106
102
106
100
104
98
102
102
98
106
108
106
108
108
106
108
106
106
106
106
106
106
106
106
106
100
100
96
98
102
96
98
100
100
104
104
106
104
106
106
106
106
106
108
106
106
106
108
106
100
98
98
98
104
98
98
98
100
102
104
104
106
104
106
106
106
106
106
106
106
106
104
106
102
102
106
102
104
98
98
100
100
100
100
100
106
106
104
106
104
106
106
104
106
104
102
102
102
98
104
102
98
102
100
98
96
106
100
100
102
106
106
106
106
106
106
106
104
106
106
102
100
102
96
106
100
100
98
98
100
98
102
100
102
106
106
102
106
102
104
106
