value
10495.0
10939.0
11265.0
11392.0
11377.0
11289.0
10966.0
10714.0
10426.0
10187.0
10063.0
9311.0
8585.0
7936.0
7576.0
7315.0
7224.0
7337.0
7630.0
8147.0
8792.0
9334.0
9769.0
10316.0
10810.0
11212.0
11518.0
11507.0
11506.0
11422.0
11274.0
11150.0
10896.0
10521.0
10304.0
9657.0
8910.0
8259.0
7739.0
7414.0
7190.0
7126.0
7391.0
7765.0
8235.0
8670.0
8957.0
9238.0
9396.0
9540.0
9734.0
9843.0
9859.0
9804.0
9711.0
9564.0
9320.0
8978.0
8840.0
8310.0
7628.0
7022.0
6637.0
6331.0
6114.0
6052.0
6121.0
6125.0
6357.0
6655.0
6929.0
7107.0
7186.0
7374.0
7420.0
7495.0
7578.0
7711.0
7777.0
7659.0
7531.0
7381.0
7355.0
6975.0
6556.0
6116.0
5831.0
5625.0
5482.0
5484.0
5466.0
5397.0
5660.0
6047.0
6467.0
6842.0
7239.0
7653.0
7913.0
7933.0
7987.0
8024.0
8050.0
8000.0
7807.0
7579.0
7583.0
7195.0
6717.0
6351.0
6052.0
5876.0
5841.0
5925.0
6255.0
6664.0
7099.0
7408.0
7661.0
7805.0
7835.0
7924.0
8040.0
8054.0
8170.0
8210.0
8155.0
8088.0
7965.0
7779.0
7789.0
7372.0
6801.0
6320.0
6013.0
5937.0
5924.0
5992.0
6246.0
6674.0
7024.0
7364.0
7598.0
7848.0
7895.0
7919.0
8001.0
7935.0
7933.0
7805.0
7738.0
7608.0
7394.0
7334.0
7406.0
7085.0
6639.0
6300.0
5955.0
5763.0
5659.0
5744.0
5997.0
6416.0
6820.0
7057.0
7220.0
7373.0
7457.0
7435.0
7516.0
7511.0
7469.0
7425.0
7391.0
7362.0
7269.0
7217.0
7235.0
6940.0
6569.0
6242.0
5971.0
5836.0
5798.0
5868.0
6112.0
6505.0
6891.0
7202.0
7429.0
7636.0
7831.0
7951.0
8255.0
8404.0
8570.0
8717.0
8807.0
8739.0
8603.0
8450.0
8401.0
7999.0
7399.0
6853.0
6500.0
6340.0
6193.0
6192.0
6444.0
6804.0
7259.0
7734.0
8157.0
8548.0
8920.0
9224.0
9529.0
9649.0
9739.0
9736.0
9465.0
9110.0
8771.0
8551.0
8468.0
8033.0
7413.0
6849.0
6417.0
6092.0
5968.0
5997.0
6050.0
6133.0
6362.0
6740.0
7029.0
7315.0
7499.0
7543.0
7604.0
7731.0
7912.0
7993.0
7948.0
7822.0
7657.0
7578.0
7646.0
7303.0
6770.0
6397.0
6094.0
5887.0
5774.0
5722.0
5756.0
5774.0
5926.0
6271.0
6548.0
6827.0
6988.0
7138.0
7183.0
7268.0
7316.0
7340.0
7320.0
7250.0
7140.0
7122.0
7159.0
6866.0
6527.0
6275.0
6011.0
5935.0
5901.0
5982.0
6299.0
6682.0
7167.0
7509.0
7755.0
7894.0
8130.0
8233.0
8374.0
8348.0
8312.0
8318.0
8211.0
8154.0
8034.0
7935.0
7975.0
7563.0
7020.0
6550.0
6230.0
6070.0
6058.0
6016.0
6299.0
6661.0
7133.0
7580.0
7894.0
8268.0
8510.0
8767.0
8908.0
8950.0
8932.0
9018.0
8973.0
8856.0
8673.0
8550.0
8553.0
8143.0
7549.0
7129.0
6831.0
6638.0
6525.0
6582.0
6872.0
7402.0
7910.0
8372.0
8648.0
8975.0
9180.0
9520.0
9904.0
10201.0
10519.0
10631.0
10527.0
10340.0
9941.0
9439.0
9174.0
8507.0
7724.0
7116.0
6605.0
6360.0
6208.0
6199.0
6465.0
6783.0
7277.0
7757.0
8096.0
8416.0
8702.0
8985.0
9247.0
9417.0
9599.0
9763.0
9780.0
9601.0
9331.0
8956.0
8735.0
8184.0
7474.0
6908.0
6485.0
6309.0
6156.0
6176.0
6361.0
6746.0
7279.0
7741.0
8107.0
8482.0
8800.0
9021.0
9352.0
9547.0
9638.0
9661.0
9568.0
9198.0
8892.0
8481.0
8289.0
7784.0
7162.0
6628.0
6243.0
6086.0
5965.0
5919.0
5966.0
6044.0
6349.0
6752.0
7179.0
7554.0
7981.0
8444.0
8927.0
9133.0
9277.0
9487.0
9460.0
9259.0
9003.0
8764.0
8670.0
8335.0
7698.0
7090.0
6660.0
6325.0
6080.0
6042.0
5993.0
5933.0
6312.0
6976.0
7811.0
8595.0
9345.0
9939.0
10413.0
10758.0
11067.0
11289.0
11347.0
11243.0
11126.0
10863.0
10736.0
10254.0
9568.0
8931.0
8467.0
8146.0
7858.0
7897.0
8142.0
8491.0
9238.0
9980.0
10789.0
11579.0
12126.0
12458.0
12568.0
12624.0
12619.0
12597.0
12492.0
12492.0
12327.0
11912.0
11625.0
10811.0
9908.0
9065.0
8552.0
8180.0
7958.0
7836.0
8036.0
8382.0
8750.0
8964.0
9142.0
9342.0
9535.0
9749.0
9883.0
10006.0
10282.0
10319.0
10205.0
9959.0
9524.0
9176.0
9030.0
8505.0
7791.0
7247.0
6811.0
6570.0
6479.0
6523.0
6820.0
7257.0
7752.0
8116.0
8367.0
8624.0
8801.0
8968.0
9161.0
9192.0
9199.0
9170.0
9037.0
8824.0
8555.0
8401.0
8373.0
7938.0
7375.0
6910.0
6511.0
6289.0
6203.0
6310.0
6491.0
6834.0
7421.0
7818.0
8234.0
8658.0
8916.0
9130.0
9377.0
9545.0
9638.0
9656.0
9378.0
9070.0
8770.0
8632.0
8672.0
8184.0
7631.0
7159.0
6709.0
6495.0
6428.0
6466.0
6728.0
7142.0
7638.0
8000.0
8150.0
8347.0
8430.0
8536.0
8572.0
8554.0
8513.0
8503.0
8391.0
8187.0
7983.0
7757.0
7834.0
7489.0
6981.0
6536.0
6238.0
6076.0
5927.0
5966.0
6042.0
6170.0
6416.0
6826.0
7168.0
7533.0
7740.0
7871.0
8016.0
8170.0
8277.0
8317.0
8321.0
8244.0
8005.0
7737.0
7714.0
7451.0
7043.0
6622.0
6255.0
5995.0
5891.0
5837.0
5808.0
5827.0
6073.0
6388.0
6891.0
7226.0
7460.0
7736.0
7891.0
8055.0
8184.0
8373.0
8464.0
8332.0
8038.0
7720.0
7712.0
7433.0
6948.0
6528.0
6300.0
6125.0
6071.0
6161.0
6454.0
6867.0
7346.0
7743.0
8083.0
8387.0
8605.0
8852.0
9102.0
9202.0
9303.0
9407.0
9363.0
9137.0
8801.0
8435.0
8240.0
7761.0
7158.0
6652.0
6230.0
6058.0
5981.0
5974.0
6272.0
6571.0
7053.0
7480.0
7785.0
8190.0
8502.0
8850.0
9176.0
9394.0
9567.0
9696.0
9615.0
9477.0
9259.0
9042.0
8939.0
8496.0
7858.0
7296.0
6939.0
6693.0
6449.0
6473.0
6801.0
7221.0
7697.0
8025.0
8245.0
8511.0
8617.0
8754.0
8923.0
9092.0
9232.0
9252.0
9246.0
9224.0
9029.0
8735.0
8692.0
8278.0
7672.0
7204.0
6830.0
6646.0
6510.0
6474.0
6746.0
7170.0
7626.0
8014.0
8314.0
8733.0
8986.0
9299.0
9608.0
9793.0
10059.0
10400.0
10471.0
10376.0
10177.0
9786.0
9488.0
8933.0
8126.0
7447.0
7062.0
6761.0
6573.0
6582.0
6780.0
7207.0
7805.0
8480.0
9176.0
9898.0
10376.0
10873.0
11232.0
11363.0
11508.0
11578.0
11584.0
11625.0
11409.0
10899.0
10568.0
9935.0
9045.0
8423.0
7804.0
7437.0
7137.0
6954.0
6964.0
6930.0
7490.0
8286.0
9087.0
9956.0
10536.0
10942.0
11287.0
11433.0
11652.0
11838.0
11843.0
11757.0
11472.0
11004.0
10623.0
10065.0
9321.0
8499.0
7936.0
7471.0
7173.0
6960.0
6762.0
6670.0
7065.0
7833.0
8708.0
