temp_min_degrees
-25.91
-25.32
-25.17
-24.75
-25.96
-26.1
-25.59
-25.46
-27.0
-27.0
-24.25
-26.8
-26.8
-21.35
-21.3
-21.3
-18.69
-19.04
-18.92
-16.7
-16.86
-16.88
-17.75
-17.65
-17.62
-17.51
-17.66
-17.79
-17.26
-17.34
-17.33
-17.55
-17.82
-17.87
-18.49
-18.91
-18.93
-17.99
-18.11
-17.99
-15.14
-16.7
-16.7
-15.56
-18.5
-18.5
-18.65
-21.1
-21.1
-19.18
-25.2
-25.2
-19.8
-20.9
-20.74
-21.37
-22.74
-22.71
-22.73
-24.28
-24.13
-23.1
-24.76
-24.52
-20.31
-24.8
-24.8
-20.9
-24.9
-24.9
-24.67
-29.2
-29.2
-25.62
-30.5
-30.5
-25.29
-32.8
-32.8
-25.62
-34.9
-34.9
-26.06
-26.69
-26.36
-26.86
-33.5
-33.5
-23.52
-27.5
-27.5
-23.62
-26.3
-26.3
-26.9
-29.3
-29.3
-27.21
-28.9
-28.9
-26.89
-29.6
-29.6
-26.9
-30.3
-30.3
-27.84
-30.2
-30.2
-27.43
-30.1
-30.1
-23.78
-25.0
-25.0
-22.65
-23.9
-23.9
-25.34
-28.5
-28.5
-26.69
-30.7
-30.7
-27.05
-34.2
-34.2
-27.81
-35.2
-35.2
-28.21
-35.1
-35.1
-27.27
-27.16
-26.61
-21.23
-24.6
-24.6
-20.29
-22.9
-22.9
-23.55
-24.9
-24.98
-24.74
-28.1
-28.1
-24.86
-26.9
-26.9
-25.03
-28.3
-28.3
-24.79
-30.6
-30.6
-25.82
-29.9
-29.9
-21.74
-24.2
-24.2
-20.65
-21.9
-21.9
-24.6
-27.3
-27.3
-25.43
-28.7
-28.7
-25.36
-29.4
-29.4
-25.38
-26.2
-26.2
-26.22
-26.9
-26.9
-25.87
-26.2
-26.2
-20.39
-22.7
-22.7
-19.21
-20.8
-20.8
-22.16
-22.48
-24.27
-23.81
-23.9
-23.69
-24.97
-26.8
-26.8
-25.62
-31.4
-31.4
-26.33
-33.0
-33.0
-26.48
-32.1
-32.1
-19.94
-24.0
-24.0
-19.42
-21.9
-21.9
-23.27
-25.1
-25.25
-26.13
-28.9
-28.9
-26.07
-29.7
-29.7
-26.1
-32.5
-32.5
-26.56
-34.1
-34.1
-24.67
-33.6
-33.6
-20.45
-24.4
-24.4
-19.66
-21.6
-21.6
-21.81
-23.9
-23.9
-22.49
-23.9
-23.9
-22.65
-23.7
-23.7
-22.47
-23.5
-23.5
-21.83
-22.44
-21.68
-20.2
-21.49
-21.46
-16.56
-18.0
-18.2
-16.26
-17.39
-17.04
-20.21
-22.38
-22.95
-20.76
-21.29
-21.1
-20.73
-21.87
-21.61
-20.77
-25.2
-25.2
-20.42
-22.09
-22.25
-20.72
-22.6
-22.6
-17.21
-20.0
-20.0
-16.78
-19.0
-19.0
-19.44
-21.8
-22.32
-20.81
-27.8
-27.8
-22.09
-31.6
-31.6
-23.44
-32.8
-32.8
-24.58
-33.7
-33.7
-25.14
-32.6
-32.6
-18.42
-24.3
-24.3
-17.19
-21.1
-21.1
-20.63
-26.0
-26.0
-21.78
-21.55
-22.23
-23.55
-29.9
-29.9
-25.53
-32.7
-32.7
-25.09
-33.9
-33.9
-25.69
-32.8
-23.97
-19.49
-24.7
-24.7
-18.94
-21.1
-21.1
-21.53
-24.2
-24.2
-22.81
-27.1
-27.1
-22.74
-27.9
-27.9
-22.66
-27.1
-27.1
-25.14
-29.7
-29.7
-24.84
-30.4
-30.4
-16.8
-20.7
-20.7
-15.86
-19.3
-19.3
-19.25
-24.8
-24.8
-20.34
-24.5
-24.5
-21.48
-30.9
-30.9
-22.6
-30.8
-30.8
-22.32
-30.8
-30.8
-21.94
-28.7
-28.7
-16.57
-20.1
-20.1
-16.17
-18.0
-18.0
-18.76
-23.5
-23.5
-20.79
-26.4
-26.4
-22.95
-28.2
-28.2
-24.27
-32.0
-32.0
-25.12
-33.0
-33.0
-26.83
-31.4
-31.4
-17.14
-23.4
-23.4
-16.1
-20.5
-20.5
-21.3
-26.3
-26.3
-23.22
-28.3
-28.3
-26.3
-30.2
-30.2
-27.32
-28.4
-28.4
-29.04
-32.2
-32.2
-28.42
-32.2
-32.2
-19.8
-22.4
-22.4
-19.39
-23.3
-23.3
-24.32
-28.3
-28.3
-25.55
-24.7
-24.7
-24.02
