PV (kW)
0
0
0
0
0
2
0
-6
-48
-28
-30
-122
-188
-60
-82
-26
-12
0
0
0
2
0
0
0
0
0
2
0
0
0
0
-6
-44
-100
-126
-244
-294
-186
-232
-92
-14
2
0
0
0
0
0
2
0
0
0
0
0
2
0
-2
-96
-184
-176
-330
-260
-180
-228
-62
-8
0
0
2
0
0
0
0
0
2
0
0
0
0
0
-2
-98
-188
-174
-324
-258
-180
-238
-92
-4
0
0
0
2
0
0
0
0
0
2
0
0
0
0
-6
-96
-42
-58
-206
-58
-38
-62
-94
-16
2
0
0
0
0
0
2
0
0
0
0
0
2
0
-8
-94
-184
-184
-306
-260
-234
-180
-32
-10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-6
-56
-104
-136
-150
-146
-130
-98
-50
-6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-8
-58
-104
-136
-154
-162
-80
-48
-12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
-6
-8
-4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
-8
-20
-30
-38
-42
-48
-34
-8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
-44
-90
-130
-150
-156
-144
-108
-54
-10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
-30
-98
-46
-90
-60
-18
-22
-30
-12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-4
-54
-74
-58
-64
-52
-40
-46
-20
-10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-6
-44
-64
-68
-118
-114
-122
-110
-66
-10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-8
-64
-98
-146
-160
-86
-58
-70
-62
-14
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-22
-106
-148
-122
-62
-68
-12
-4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
-10
-16
-22
-32
-66
-104
-68
-16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
-50
-106
-148
-170
-172
-158
-132
-84
-26
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
-54
-108
-148
-168
-176
-162
-134
-76
-28
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-4
-54
-110
-140
-160
-92
-64
-32
-16
-6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-8
-32
-38
-146
-74
-134
-48
-42
-16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-12
-80
-118
-106
-138
-126
-70
-50
-52
-10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
-36
-114
-154
-166
-166
-148
-116
-70
-18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-10
-62
-112
-148
-202
-262
-206
-182
-134
-32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-16
-106
-194
-250
-282
-264
-248
-200
-124
-32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-16
-144
-228
-138
-166
-300
-272
-216
-132
-38
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-6
-102
-144
-140
-154
-172
-172
-116
-40
-38
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-6
-18
-18
-20
-20
-18
-6
-4
-2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
-8
-16
-16
-24
-22
-24
-16
-8
-2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-10
-20
-30
-38
-44
-48
-38
-24
-6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-4
-8
-14
-14
-20
-40
-34
-22
-8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
-16
-54
-34
-56
-48
-98
-94
-48
-20
-2
0
0
0
0
0
0
0
0
0
0
0
0
0
-4
-18
-92
-222
-188
-126
-32
-4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
