Total Lighting (kW)
46
54
58
58
40
42
32
28
12
12
6
8
8
4
6
8
22
36
34
30
38
34
38
30
34
48
56
56
38
44
44
32
4
4
2
4
4
4
2
4
6
8
6
6
4
6
8
12
14
10
10
16
16
8
4
4
4
4
2
6
6
4
4
4
6
6
6
2
4
2
4
4
2
4
4
8
10
12
14
6
6
6
6
4
8
10
6
8
20
34
34
32
30
28
28
28
28
36
48
62
44
38
36
26
10
6
4
8
6
2
6
4
18
34
40
40
36
34
28
34
32
34
46
54
40
30
28
22
14
8
4
6
2
6
6
6
22
30
32
32
30
28
26
28
30
34
44
60
50
46
36
26
8
10
6
6
4
6
6
8
22
38
38
34
32
32
28
32
32
42
48
60
48
44
26
20
10
8
6
6
4
4
6
8
18
30
36
30
28
24
24
26
26
32
44
56
42
42
32
22
10
6
8
8
4
6
4
6
4
4
2
4
4
2
4
4
8
6
8
8
8
8
8
8
6
4
6
4
6
2
4
4
4
2
4
2
4
4
8
6
8
8
10
16
20
16
10
8
12
10
8
4
4
4
6
6
22
42
52
42
38
32
28
34
34
38
42
56
40
44
38
28
14
8
6
6
6
8
10
10
28
36
38
36
34
32
30
32
36
26
46
54
40
30
28
22
14
8
4
6
2
6
6
6
22
30
32
32
30
28
26
26
30
34
50
56
42
42
36
22
6
6
2
6
2
4
6
8
20
34
40
42
36
32
34
40
42
42
48
62
48
40
20
14
10
6
4
4
6
4
6
8
20
32
32
28
26
26
30
30
28
34
44
50
40
36
16
6
6
4
4
6
4
2
6
6
6
4
8
8
6
6
8
8
6
8
12
10
10
8
8
10
8
8
6
4
6
8
6
6
8
4
6
4
6
6
6
6
4
8
6
8
10
10
8
10
6
4
6
4
4
6
4
4
6
4
4
4
4
6
4
6
6
8
10
12
14
10
6
6
6
4
4
6
4
4
6
8
20
36
38
34
32
30
28
30
30
36
48
52
44
38
28
10
4
4
4
4
4
4
6
6
20
34
36
32
30
32
30
32
32
40
50
58
50
42
28
20
12
6
6
6
8
4
4
8
20
32
32
32
30
32
28
34
38
40
54
62
48
44
24
16
10
6
4
4
4
4
6
6
18
36
54
60
54
54
52
58
60
52
58
56
46
40
32
18
8
2
4
4
4
2
8
4
8
2
8
2
4
4
4
2
4
8
10
6
8
8
8
8
2
6
2
4
4
4
4
6
4
6
4
4
2
4
4
6
6
8
10
10
6
8
6
6
12
14
8
4
4
4
4
2
26
36
38
38
32
30
28
28
32
36
44
56
48
42
32
24
16
8
6
4
6
4
4
8
24
36
38
32
32
32
34
34
38
42
58
60
42
38
28
16
8
6
6
6
6
6
8
8
24
36
36
34
34
34
30
36
40
42
54
66
48
42
30
20
10
6
8
6
4
4
6
8
24
34
34
28
30
32
30
38
38
42
52
62
44
40
28
18
8
10
4
4
4
2
6
4
22
32
36
36
38
34
38
32
36
40
46
56
44
44
30
12
4
6
4
2
4
4
4
6
8
8
6
4
2
4
8
6
2
8
6
8
10
10
10
8
8
6
8
8
6
6
4
8
8
6
6
10
8
6
4
8
4
8
6
4
12
8
6
4
2
4
4
6
4
4
4
6
28
48
58
66
68
68
68
72
72
72
70
66
42
44
32
18
8
8
8
6
2
4
8
6
22
44
58
64
58
40
32
48
50
48
54
62
48
46
28
18
10
4
6
6
6
6
8
8
22
40
36
34
34
30
32
32
34
46
54
56
40
44
36
16
8
8
4
4
4
4
4
8
18
36
34
30
28
28
28
30
34
40
52
56
50
46
40
24
14
10
12
12
10
4
8
8
18
32
40
38
32
32
30
36
36
36
44
54
40
42
22
12
8
2
6
4
6
4
4
2
8
6
6
6
6
6
10
10
10
10
10
12
8
10
12
10
12
8
10
4
0
6
4
6
8
6
6
4
6
4
4
4
4
4
8
10
4
8
10
10
8
8
4
4
4
6
4
6
26
48
56
60
64
42
38
38
38
44
48
64
38
40
32
24
6
6
6
6
4
6
6
8
26
44
56
56
54
52
38
48
50
40
48
62
32
34
28
24
10
6
8
6
6
6
6
12
24
40
56
52
46
42
36
34
38
38
44
52
34
38
34
26
18
14
8
6
6
4
6
12
28
46
52
42
36
34
32
34
36
48
54
58
36
34
32
24
10
16
14
18
14
14
16
18
26
38
44
38
32
30
28
30
34
32
36
44
26
28
22
14
20
14
8
6
6
6
6
8
8
12
8
14
10
8
6
4
6
6
8
8
12
10
12
10
10
10
6
8
8
6
8
6
8
8
4
4
4
6
8
6
4
4
8
6
6
8
10
8
6
4
6
4
6
2
8
16
34
52
54
48
44
36
32
34
34
40
46
56
34
42
36
20
4
4
4
2
4
2
4
16
30
38
50
48
36
40
38
32
34
38
44
54
28
36
36
26
14
14
6
8
6
8
8
10
34
44
48
40
36
38
32
32
32
36
44
48
32
36
36
22
14
6
6
6
4
4
8
14
34
46
50
42
36
34
34
40
34
50
56
50
28
36
36
28
12
10
8
10
6
4
4
8
26
34
40
36
32
30
30
44
48
44
44
48
30
32
28
18
8
8
8
6
6
4
8
8
10
8
6
4
4
4
4
4
4
6
4
6
8
12
12
12
10
10
10
6
6
4
4
10
8
6
6
6
4
6
4
6
6
6
8
8
10
14
14
10
14
12
10
8
8
8
6
10
26
40
54
42
46
48
52
46
42
44
48
54
30
32
32
24
8
6
6
6
4
4
6
16
32
44
48
40
34
34
28
30
32
36
42
46
32
34
30
22
8
10
8
6
8
6
8
10
28
44
52
46
44
40
36
36
36
40
46
52
36
42
36
26
12
8
10
10
10
8
8
12
24
40
46
42
38
36
36
36
42
44
44
52
24
28
28
22
8
8
6
6
6
4
6
12
20
26
36
36
36
40
38
36
34
36
38
50
46
40
36
28
16
16
16
16
10
6
10
10
12
12
8
6
8
8
10
8
12
12
14
14
10
10
12
12
8
6
10
6
8
8
8
10
10
6
8
8
8
10
10
12
10
10
10
10
10
10
10
18
24
14
10
10
10
8
8
12
24
34
48
44
38
34
34
36
36
40
52
50
24
28
34
24
6
4
6
6
6
6
6
20
24
32
46
44
36
32
30
30
30
34
40
48
30
30
32
26
14
10
6
6
4
8
4
10
26
42
60
70
66
68
60
56
58
62
64
62
34
38
36
22
10
10
8
6
4
4
8
12
24
38
50
48
36
34
30
32
40
38
42
42
24
22
22
14
6
6
6
4
6
4
4
12
24
42
46
42
44
42
34
36
38
42
44
48
24
26
20
8
6
6
4
6
4
6
6
8
10
8
6
8
4
6
4
8
6
8
8
6
8
6
10
6
8
8
6
4
6
4
8
6
6
4
6
4
6
4
6
4
6
8
8
10
6
10
8
16
24
24
12
6
4
8
8
10
26
40
48
42
38
34
32
32
34
36
44
50
34
34
32
22
6
4
4
4
2
4
4
8
24
36
44
42
40
38
34
38
46
50
52
52
28
36
28
18
10
4
4
6
6
6
6
10
24
42
60
66
62
62
62
58
54
52
58
62
40
44
32
24
12
8
2
2
4
4
2
4
24
36
46
52
48
46
40
30
32
36
40
46
32
26
28
26
10
8
8
4
6
4
4
8
20
36
40
40
34
32
30
32
34
38
42
44
26
30
28
22
6
4
4
6
2
4
6
6
6
4
6
6
6
4
6
4
6
8
8
8
8
10
12
10
12
4
6
4
6
4
4
6
6
4
4
2
6
4
4
6
4
4
8
6
8
8
10
10
10
6
6
4
6
4
8
8
26
40
42
40
36
32
34
40
48
50
52
52
30
36
36
24
6
4
2
4
2
4
4
8
18
40
52
46
40
40
46
40
42
42
48
52
30
34
34
28
12
8
8
6
6
4
6
8
26
42
58
50
42
40
42
44
50
56
64
64
32
44
40
22
8
6
4
2
4
4
6
6
20
44
52
46
40
36
32
36
40
44
44
50
24
20
26
20
10
6
6
2
4
2
6
6
12
28
44
42
38
34
30
34
36
36
44
42
24
28
24
16
6
4
2
4
2
4
4
6
4
6
4
4
4
4
4
4
4
4
8
6
6
6
8
6
8
6
6
4
6
4
6
6
6
6
4
8
4
6
4
4
4
10
10
8
8
6
6
6
6
6
4
6
4
4
6
6
24
42
64
56
50
48
36
42
46
50
48
56
24
32
32
18
8
4
2
4
4
4
4
6
18
34
48
52
44
44
40
40
50
56
58
50
24
24
28
26
8
6
6
4
2
2
4
6
24
36
46
44
38
36
30
30
34
38
44
46
26
30
30
24
10
6
4
4
2
2
6
6
20
32
48
44
42
36
32
36
38
42
46
44
24
24
26
20
12
8
6
4
4
4
6
14
22
34
46
40
36
36
34
38
38
40
46
50
32
26
20
6
4
4
4
4
2
4
2
6
4
4
4
4
4
4
4
2
4
4
6
4
6
2
8
8
2
6
4
4
4
2
6
6
4
4
6
4
4
6
4
4
2
6
4
6
6
6
8
8
10
10
6
4
4
4
4
8
22
36
40
42
36
42
36
36
40
42
42
48
28
24
26
18
4
2
2
2
4
2
4
10
16
32
44
42
36
32
32
38
42
38
38
50
26
22
28
22
10
8
8
6
4
6
8
6
22
36
44
44
38
36
36
44
52
56
44
46
26
26
36
28
16
6
4
6
6
4
6
6
18
38
48
46
42
36
34
38
40
38
44
46
22
24
28
24
12
6
6
6
4
4
4
6
20
28
38
38
34
34
32
32
36
38
42
46
24
20
12
10
8
4
4
4
4
4
4
6
4
4
2
4
4
4
4
4
6
4
6
6
6
8
10
12
6
8
6
6
4
4
4
6
4
4
2
4
6
2
6
4
4
6
6
4
8
8
10
10
14
12
6
4
4
4
6
8
26
40
46
50
46
40
34
38
42
44
46
48
26
28
30
20
14
10
2
2
4
2
6
8
20
34
44
44
40
34
34
32
38
40
40
44
24
30
26
20
14
6
6
4
2
6
4
8
24
42
62
66
62
62
64
58
58
58
58
60
32
32
26
20
8
4
4
4
4
4
4
10
22
36
52
56
56
52
54
54
54
50
42
50
26
30
26
18
8
6
6
4
6
4
6
6
22
30
38
36
36
32
30
30
34
34
36
38
22
20
28
20
14
8
6
4
6
2
4
6
6
0
2
0
0
0
0
0
90
20
16
16
4
4
4
4
4
4
4
2
4
2
6
4
6
4
8
8
8
8
8
6
6
4
4
2
4
4
8
6
8
8
2
2
2
4
4
8
20
40
48
40
40
38
38
38
40
40
44
48
22
22
24
24
14
10
8
8
8
6
4
6
16
32
44
42
38
34
40
44
44
50
60
50
24
22
26
24
10
4
6
4
8
10
12
10
20
38
60
54
50
56
58
64
60
54
66
64
34
40
36
26
10
8
4
8
6
6
6
8
20
40
52
62
66
62
62
68
68
66
62
58
30
30
30
20
12
8
4
6
2
6
6
8
16
32
40
40
36
36
34
36
40
44
40
38
30
30
30
22
10
10
8
10
6
8
6
12
8
4
6
6
6
6
4
6
6
8
6
8
8
8
10
10
8
8
4
6
8
6
6
6
8
4
6
6
8
6
6
6
6
6
6
8
8
10
8
10
8
8
6
6
4
4
6
10
18
34
44
48
42
52
54
58
46
50
46
44
26
32
26
20
14
8
8
8
10
10
10
12
24
38
52
64
66
68
62
64
64
64
62
58
24
28
24
20
10
8
8
8
4
4
6
8
16
36
44
42
42
40
40
40
42
44
46
50
28
34
34
28
20
16
10
10
8
6
6
4
10
30
40
42
40
36
34
38
36
42
42
44
22
22
20
20
12
8
10
10
8
4
4
6
12
34
44
44
40
36
36
36
38
40
38
40
22
24
18
18
12
8
10
10
10
10
6
12
8
6
6
4
4
4
4
2
4
6
6
8
10
10
8
6
4
6
4
8
6
6
8
4
6
4
6
2
4
2
4
4
4
4
6
6
6
6
4
6
6
6
6
6
6
4
8
8
6
4
4
4
4
4
4
6
4
6
6
6
6
8
10
8
8
6
6
6
8
6
6
8
16
32
42
44
40
38
36
38
40
42
42
48
24
28
28
24
14
8
6
4
4
2
2
4
18
32
40
40
40
40
38
38
42
44
48
48
24
28
30
16
10
6
8
6
6
4
4
8
16
36
44
40
40
38
32
34
40
42
44
48
22
18
18
18
10
8
6
6
6
4
6
6
12
26
34
38
36
32
30
32
32
32
34
40
28
34
22
14
10
6
6
8
4
8
6
8
8
6
4
6
6
4
8
8
6
10
8
8
8
10
10
10
10
8
8
10
8
6
6
6
8
4
4
8
8
8
6
6
8
6
8
6
8
10
10
10
8
8
8
6
4
4
4
8
22
34
36
40
38
34
36
38
38
40
36
38
16
22
28
20
10
8
6
8
6
6
6
8
14
30
40
42
42
38
38
38
40
40
42
44
20
24
28
20
14
8
8
8
10
8
10
6
14
30
46
48
44
44
40
40
46
44
46
48
26
32
30
20
10
8
6
6
4
6
6
8
18
36
52
58
50
58
52
50
44
40
44
48
20
16
20
20
12
6
4
6
6
2
8
6
14
30
42
38
40
40
38
38
40
40
40
40
18
18
16
12
6
6
4
4
4
4
6
8
4
6
0
4
4
4
4
8
4
4
4
6
4
6
6
8
8
8
6
6
6
4
6
6
4
6
4
4
4
2
4
4
4
4
6
6
6
6
10
10
10
6
6
4
6
4
6
10
26
38
42
42
40
40
38
40
40
40
40
42
22
24
26
18
10
6
6
6
6
4
8
6
14
30
42
42
42
40
40
38
40
40
44
46
22
24
22
18
10
10
10
8
8
6
10
10
16
30
40
44
40
40
40
40
40
42
42
44
24
22
24
22
14
10
8
8
6
4
6
8
18
32
46
46
42
40
38
42
40
46
48
44
24
22
24
20
10
10
8
10
8
4
6
8
14
32
44
44
40
50
42
40
38
40
38
40
22
22
24
20
10
8
6
6
4
4
6
6
6
6
8
10
6
8
6
4
4
6
4
8
6
4
8
8
8
6
10
4
4
4
4
4
2
4
2
2
4
2
4
4
4
4
4
8
2
4
4
4
8
6
4
4
8
6
8
8
26
38
50
58
50
48
44
42
50
58
50
46
24
24
22
20
12
6
6
6
8
6
8
8
20
30
40
40
40
36
36
38
38
44
42
44
20
20
20
18
10
8
6
8
6
6
10
10
16
30
40
44
44
40
40
40
40
42
42
40
20
22
20
12
8
6
6
4
6
4
6
8
14
24
40
42
42
38
36
36
38
38
36
40
20
20
20
16
10
10
6
4
6
4
6
8
12
20
34
38
32
34
30
32
34
32
34
34
20
20
16
12
8
6
6
4
6
4
4
4
2
0
0
0
0
0
0
0
0
0
0
116
16
14
16
16
12
14
12
8
4
4
6
8
8
4
8
6
6
4
8
6
6
6
8
8
6
8
10
10
12
12
10
8
8
10
10
10
22
30
40
46
40
40
40
40
40
46
42
44
16
20
24
20
12
12
6
6
6
6
10
10
16
30
42
44
40
40
38
40
40
40
44
44
22
20
22
22
16
10
8
8
6
8
10
10
18
30
34
38
40
38
36
38
40
50
40
42
24
26
26
20
14
10
8
6
6
6
8
10
18
32
34
40
38
34
34
36
40
56
46
48
28
26
26
20
16
6
6
8
4
4
6
8
12
22
32
34
34
32
30
30
30
32
36
36
18
12
10
8
10
8
8
8
8
8
8
6
6
4
6
4
4
6
4
6
6
8
6
6
8
8
6
10
12
10
12
8
6
6
8
8
2
4
2
4
6
4
4
6
4
6
4
8
4
8
6
8
8
12
10
10
6
8
4
6
4
4
4
2
4
2
4
4
4
4
6
4
4
2
8
6
4
4
2
4
4
4
4
8
18
26
30
36
34
32
30
34
44
50
48
46
24
20
20
18
10
4
6
4
4
4
6
6
14
22
36
34
32
34
32
38
40
42
38
40
20
24
30
30
20
14
10
8
8
6
8
8
16
30
38
42
34
34
32
34
34
36
42
46
24
32
30
20
14
10
8
6
6
4
6
8
12
22
34
36
36
30
30
42
38
38
40
40
24
28
26
16
8
6
6
6
6
6
6
8
4
4
4
6
2
4
6
6
6
10
10
10
6
6
8
6
6
4
6
6
4
8
8
8
4
4
4
4
4
2
4
6
8
6
10
8
6
6
6
6
4
4
6
4
4
2
6
10
20
30
36
36
34
34
34
44
44
44
48
52
34
32
28
20
12
12
10
8
8
6
10
10
16
30
40
42
42
36
36
38
46
48
40
48
28
30
28
24
14
6
8
6
8
6
8
10
18
28
38
42
42
40
40
40
40
42
42
44
20
20
20
18
10
6
4
4
6
4
8
8
12
22
38
44
38
36
34
46
56
52
48
50
22
22
28
20
6
4
4
4
4
4
6
8
12
22
30
38
34
32
30
32
32
34
34
36
18
14
24
16
4
4
4
6
4
4
6
6
4
4
0
0
0
58
12
16
16
16
16
16
14
6
8
6
6
8
6
6
6
6
6
8
6
4
4
4
4
4
4
4
6
4
4
6
4
4
8
8
8
6
6
4
4
4
8
6
6
42
38
38
36
34
30
34
36
34
36
38
18
18
24
16
6
6
2
4
4
4
6
4
12
28
40
40
38
38
36
34
38
48
56
54
26
28
20
16
12
6
4
6
4
4
6
8
12
28
36
36
34
34
34
32
34
36
34
40
18
22
22
14
10
2
4
4
4
4
4
8
10
26
32
40
36
36
30
32
42
40
40
44
18
14
20
14
8
6
6
6
8
8
6
6
10
20
30
32
34
30
28
30
30
34
34
36
22
22
26
16
8
4
8
8
10
8
2
6
0
4
4
4
2
4
2
4
2
4
4
6
6
4
4
8
8
4
4
2
4
2
4
4
2
2
2
2
2
0
4
2
4
2
4
2
6
8
8
8
6
10
10
4
4
6
4
10
16
24
38
38
36
32
30
38
40
36
36
40
18
16
20
14
10
4
6
4
6
6
8
8
20
32
40
38
36
38
38
36
36
42
40
46
26
28
22
16
6
6
4
4
6
4
4
8
16
32
36
40
38
34
34
34
38
36
40
44
28
30
20
14
6
2
4
2
4
2
6
10
14
26
38
36
36
32
32
30
40
40
38
42
18
16
18
14
6
4
4
6
4
4
6
8
12
22
32
32
32
28
28
26
30
30
34
36
16
16
16
12
6
4
4
4
4
4
4
4
6
6
4
4
4
6
4
2
4
4
4
2
4
6
8
8
6
6
4
6
6
6
6
6
4
4
4
4
4
4
2
4
4
2
4
2
4
4
6
6
4
4
4
2
6
2
4
6
18
28
34
38
36
34
34
42
38
40
40
42
12
16
20
12
8
6
4
4
2
4
4
8
12
24
32
34
30
28
38
34
40
44
40
36
20
22
20
18
10
6
6
6
6
4
6
6
18
28
38
38
36
30
30
30
38
36
42
44
24
20
20
16
8
4
4
4
4
4
6
4
12
28
38
40
30
28
40
40
50
44
42
42
18
18
20
14
10
10
8
4
2
6
4
8
12
26
36
40
38
32
30
30
34
38
36
34
20
20
12
6
6
4
6
4
6
4
8
6
6
6
4
2
2
2
4
4
8
6
8
6
10
8
8
8
6
4
6
4
6
4
6
8
8
6
4
4
6
6
4
4
6
4
6
6
6
8
10
8
6
4
2
4
8
4
6
10
18
30
36
38
34
30
28
30
32
36
36
36
12
14
18
14
4
4
4
8
6
8
4
8
18
28
40
36
34
30
30
30
32
40
42
44
16
22
26
18
8
6
6
4
6
8
6
10
20
28
46
40
36
32
30
32
38
38
40
40
20
20
22
16
10
10
8
8
6
8
8
8
18
30
42
38
36
32
32
32
36
38
42
40
22
24
26
16
6
6
2
4
4
4
4
8
14
24
36
36
32
30
24
26
30
32
36
36
18
18
22
14
10
6
6
4
4
4
4
4
8
8
6
8
6
10
10
6
6
6
10
8
10
10
10
8
8
8
8
6
10
6
8
6
6
4
6
6
6
6
6
8
6
6
4
10
10
12
12
12
10
10
10
6
6
6
6
10
22
34
42
40
36
34
30
38
38
42
42
42
20
22
26
18
8
4
6
6
6
6
6
8
20
30
40
40
34
30
30
42
50
38
46
46
20
18
28
22
10
6
4
6
6
4
8
8
12
30
38
38
34
30
30
32
34
34
38
42
22
26
24
16
8
6
4
6
4
4
8
12
20
26
36
36
36
30
30
32
34
40
42
48
22
22
28
22
14
10
6
6
6
8
6
10
22
34
40
38
38
36
38
38
34
40
38
42
16
20
26
20
12
10
8
8
6
8
6
6
8
10
6
6
6
6
6
6
10
8
8
10
10
10
12
10
10
10
6
6
6
6
8
6
8
6
6
2
2
4
4
4
2
6
4
6
4
8
6
8
6
6
4
2
6
4
4
10
24
38
44
38
34
32
30
34
36
40
38
46
20
20
26
20
10
8
8
6
6
4
8
10
16
30
40
40
34
36
26
30
30
38
44
44
20
20
26
20
12
8
6
4
4
4
4
6
18
30
40
36
30
30
30
32
34
44
44
44
20
22
26
16
10
6
6
2
6
4
6
8
20
28
38
38
30
28
26
28
34
42
42
48
26
28
26
16
12
6
4
2
2
4
4
4
20
30
36
36
32
30
28
28
38
40
40
44
22
24
20
14
8
6
6
10
10
8
6
4
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
4
6
6
6
6
6
6
6
6
6
6
6
10
10
10
10
10
10
14
32
38
36
38
38
38
30
32
34
38
38
30
12
10
10
10
10
10
10
10
10
10
10
14
32
38
36
32
30
34
38
38
34
38
38
24
12
10
10
10
10
10
10
10
10
10
10
14
32
38
36
32
30
30
30
36
36
38
32
26
12
10
10
10
10
10
10
10
10
10
10
14
28
36
38
36
34
30
30
30
36
38
38
26
10
10
10
10
10
10
10
10
10
10
10
10
32
38
38
34
30
32
34
30
38
36
38
24
10
10
10
10
10
6
6
6
6
6
6
6
6
6
6
6
4
4
4
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
4
4
4
4
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
4
6
4
6
6
6
6
6
6
6
6
6
6
10
10
10
10
10
10
10
22
28
36
36
38
38
38
56
56
54
54
50
20
26
28
20
12
8
4
6
6
6
10
8
24
34
50
58
60
64
64
62
64
62
60
58
30
34
30
22
10
6
6
4
6
6
8
8
22
32
40
32
30
26
26
26
30
32
36
42
22
30
26
20
10
4
8
4
6
4
6
8
22
30
36
32
28
24
26
26
28
32
34
40
26
30
28
26
12
6
8
6
4
6
6
10
10
10
10
10
8
10
12
10
4
4
8
6
8
12
12
14
12
8
6
6
6
8
4
6
8
4
4
4
4
4
6
6
8
6
8
10
8
4
6
8
8
8
6
6
4
6
8
8
24
30
34
36
30
30
28
30
36
40
40
42
24
26
32
20
12
10
6
4
6
6
4
10
26
34
40
38
40
40
38
32
30
34
40
46
28
28
30
24
10
4
6
4
6
4
4
6
20
30
46
48
52
50
54
58
52
58
58
56
36
38
26
14
8
4
6
4
4
4
4
4
20
30
48
50
44
40
46
44
48
44
48
54
26
28
28
20
14
8
4
4
4
4
4
4
18
24
34
34
28
26
24
32
28
34
36
40
26
26
10
8
8
6
6
6
4
6
6
6
6
16
18
10
10
8
8
8
10
6
10
12
10
12
10
12
8
8
4
4
6
6
6
4
6
4
4
2
6
6
6
6
6
6
8
10
10
10
14
12
10
10
8
10
6
6
6
8
24
34
36
32
28
26
26
30
30
32
42
42
22
30
24
20
14
10
6
10
10
6
6
10
24
34
36
32
32
30
30
34
30
30
40
42
30
30
32
18
12
8
8
4
4
6
4
8
20
30
36
30
32
30
30
32
32
34
38
38
22
28
28
20
14
10
8
8
6
8
8
12
30
38
40
38
30
30
28
30
30
34
36
40
24
30
30
18
10
8
6
6
4
6
4
8
20
28
36
28
22
24
22
24
24
28
34
44
26
30
30
18
10
10
8
10
10
8
6
6
10
8
8
8
4
4
4
4
4
6
6
6
8
10
10
8
12
12
8
10
10
10
6
6
6
4
4
4
4
4
6
4
4
6
6
8
6
10
10
8
8
12
6
4
4
4
6
8
24
30
34
30
32
26
26
30
32
38
46
44
28
30
28
22
10
8
6
8
12
12
6
10
26
34
40
36
30
30
28
30
30
32
36
40
26
34
34
24
16
12
10
8
6
6
6
8
20
28
36
30
30
24
28
30
28
30
38
44
24
36
32
22
12
8
6
2
6
6
6
4
26
40
48
50
42
32
30
32
34
36
42
50
28
30
28
20
10
10
6
4
4
6
4
10
22
30
32
28
26
26
24
24
26
28
30
40
30
34
30
16
6
8
4
4
4
6
6
8
8
8
4
4
6
4
6
4
4
6
8
10
8
10
10
10
10
4
4
4
4
6
8
6
4
6
2
4
4
4
4
8
6
6
8
8
6
10
6
8
6
6
6
2
6
4
4
6
22
34
34
26
26
26
22
26
28
32
38
46
30
32
28
16
10
10
6
6
6
6
4
8
24
34
36
32
28
28
28
36
40
44
44
48
28
26
26
18
10
2
4
4
6
2
6
4
24
34
38
40
34
28
30
32
30
34
40
46
26
38
34
24
12
6
4
4
4
6
6
10
24
36
36
30
30
30
28
30
32
42
46
44
22
28
24
20
6
4
2
4
4
4
6
8
20
30
34
28
26
24
26
28
32
30
32
40
24
34
30
20
10
8
6
6
8
8
10
8
10
10
10
14
6
10
8
10
10
8
10
10
10
10
10
10
10
10
10
8
8
8
8
8
10
8
8
8
6
8
8
8
8
10
12
12
10
14
14
10
10
8
4
6
4
6
6
10
20
30
34
32
28
28
26
26
32
32
38
50
32
38
30
20
10
10
6
8
6
8
6
10
24
40
44
36
36
32
38
38
42
40
42
50
30
32
28
24
16
10
6
4
4
4
4
6
20
30
36
32
30
28
28
32
30
34
40
48
34
30
28
24
18
8
6
6
6
6
10
8
26
40
48
36
34
30
28
30
32
36
40
52
32
32
30
22
12
6
8
6
6
6
8
8
20
32
36
30
28
26
24
26
28
28
30
40
32
38
20
10
6
6
6
4
6
4
6
6
8
12
10
10
8
8
8
10
8
4
8
10
10
10
10
10
8
8
6
6
6
6
6
4
6
6
2
4
4
4
4
6
4
6
4
10
10
12
12
10
8
8
6
4
4
6
6
10
22
40
54
54
44
54
58
60
60
50
56
60
36
30
26
16
8
6
8
6
6
6
6
8
24
40
50
44
32
32
30
32
34
36
40
48
36
32
32
24
18
14
12
10
10
8
8
