dew_point_kelvins
252.34
251.69
251.64
253.13
252.48
252.47
250.36
249.75
249.33
249.66
249.16
249.07
248.16
247.94
248.06
247.5
246.42
246.29
246.36
244.32
244.82
246.58
245.44
245.74
252.25
250.42
250.21
252.59
250.57
250.2
248.54
248.31
246.84
246.8
245.45
245.78
246.66
244.25
244.35
244.95
243.25
243.4
244.1
242.48
241.82
243.33
244.44
245.59
249.53
249.24
249.21
250.72
250.22
249.99
246.76
246.44
244.79
244.85
244.35
244.75
243.8
243.93
244.06
242.94
242.62
242.67
242.84
242.39
243.38
243.94
243.54
243.87
247.62
246.49
246.34
248.36
246.53
246.25
244.56
244.05
242.96
243.43
241.71
241.91
243.13
241.56
241.71
243.15
239.86
239.13
240.12
238.44
239.47
241.3
240.47
240.97
245.44
243.62
243.58
246.06
244.16
244.61
243.93
243.56
242.27
242.19
240.16
240.03
241.67
239.85
239.77
241.0
238.17
238.53
241.19
238.62
238.37
241.25
239.57
241.43
247.66
246.84
246.73
249.23
249.21
249.21
248.6
248.55
248.85
249.08
248.91
248.95
248.83
247.38
247.43
248.33
246.28
246.28
248.69
246.05
245.93
248.41
250.26
250.73
252.56
251.77
251.6
252.88
251.85
251.42
251.38
250.53
249.53
250.49
249.17
249.33
248.92
248.5
248.58
249.44
247.61
247.36
249.81
250.11
252.12
252.02
252.63
253.46
254.76
253.36
253.13
255.03
252.96
252.7
251.35
249.8
249.75
251.23
247.15
247.19
251.11
246.97
245.94
249.14
246.82
247.92
250.06
249.62
250.88
250.53
251.55
250.95
252.64
250.91
251.0
252.78
252.03
251.56
249.5
248.47
248.19
248.78
247.53
247.31
246.2
246.57
246.6
247.16
245.44
244.94
245.45
244.31
243.66
244.97
244.92
246.5
251.0
249.42
249.2
249.79
248.4
248.5
248.52
248.13
246.67
246.83
245.85
245.91
245.93
242.67
242.22
244.32
242.51
242.64
243.89
241.14
239.02
240.06
240.59
242.03
245.77
245.4
245.28
246.98
244.84
245.35
245.75
244.15
242.34
243.09
241.65
241.72
242.62
239.63
239.49
242.25
239.59
239.09
240.28
239.42
241.16
242.44
241.67
241.92
245.79
244.43
244.12
245.79
245.21
245.23
244.27
243.89
243.13
243.31
243.55
243.87
242.15
241.97
242.04
241.5
240.24
240.1
240.25
238.68
239.52
242.14
241.3
241.32
246.8
246.39
246.18
247.41
245.4
246.2
245.35
244.59
244.03
244.29
243.55
243.8
243.24
242.65
242.68
242.62
240.75
240.79
242.34
239.68
240.0
243.33
245.38
241.96
248.2
246.33
246.36
248.11
247.14
247.11
247.01
246.21
245.43
246.31
245.12
245.43
246.14
245.21
245.27
245.7
244.36
244.22
245.66
243.55
243.57
245.54
244.63
245.81
250.11
248.9
248.89
251.76
251.88
252.06
252.94
252.29
252.32
253.06
251.87
251.59
252.81
251.07
250.89
251.55
250.13
250.12
249.4
248.64
248.66
249.36
249.26
249.39
251.62
251.31
251.37
251.51
251.75
251.71
249.7
249.29
247.83
248.24
245.82
246.03
247.4
244.85
245.19
246.92
244.16
244.31
245.3
243.37
242.9
245.69
244.6
244.62
248.81
246.96
246.87
247.98
247.4
247.0
245.6
244.37
243.56
243.58
242.39
242.49
243.64
241.86
241.47
242.51
243.57
242.56
241.54
241.66
242.6
242.54
242.98
242.96
244.59
243.77
243.44
243.88
242.64
242.86
242.58
241.2
240.49
241.52
240.8
240.78
240.19
238.34
238.32
239.02
236.34
236.34
238.61
235.75
235.45
238.5
237.28
237.45
242.39
240.38
240.24
242.93
241.96
241.85
241.81
241.11
239.43
239.85
239.49
239.73
239.35
238.36
238.78
240.03
237.7
237.76
239.05
237.51
237.88
239.7
237.87
238.94
242.37
241.55
241.31
242.17
242.38
242.64
241.22
241.21
240.18
240.66
240.8
241.0
240.93
240.15
240.24
240.26
238.39
238.22
238.87
237.16
237.28
239.21
237.75
237.6
242.37
241.16
240.93
242.69
242.79
243.12
242.62
242.16
241.33
241.62
241.33
241.59
241.77
241.61
241.73
241.62
240.71
240.81
240.26
239.61
240.52
240.94
240.31
240.59
243.92
242.99
242.75
244.0
242.81
243.29
243.81
243.13
242.02
243.81
242.39
242.65
243.11
241.67
241.89
242.51
241.23
241.25
241.25
240.45
241.06
241.98
240.46
241.62
245.57
244.13
243.84
245.04
244.0
244.13
243.48
242.06
240.21
240.63
239.06
239.26
239.24
237.44
237.47
238.15
235.65
235.15
237.1
235.07
235.64
238.8
236.36
237.57
244.4
242.29
242.12
245.31
243.55
243.47
242.75
241.96
239.9
240.19
239.31
239.51
239.45
238.64
238.82
240.06
237.96
237.87
239.35
237.01
237.91
240.81
239.38
240.09
245.81
244.5
244.25
245.47
244.78
244.96
242.55
241.56
239.77
240.59
239.92
239.93
239.07
236.51
237.43
238.5
238.11
237.49
237.66
236.53
236.75
237.06
235.65
237.22
243.09
242.37
242.55
245.77
243.16
243.88
243.39
241.53
239.9
240.66
238.68
238.64
238.73
237.11
235.55
235.49
234.26
234.17
235.31
233.67
234.73
237.28
235.48
237.41
243.77
242.04
242.07
245.59
244.0
243.89
242.75
242.33
240.39
240.44
239.43
239.69
238.84
237.36
237.34
238.57
236.28
235.97
237.04
234.13
233.72
236.79
235.04
238.13
244.23
243.18
243.22
246.87
244.94
244.55
242.12
241.58
238.65
238.98
237.91
238.18
237.55
235.87
235.92
237.11
234.73
234.47
237.18
234.61
235.5
238.57
236.28
237.24
244.95
243.98
244.04
246.66
245.4
246.28
244.35
243.49
241.13
241.37
239.63
239.85
238.98
238.17
238.55
238.25
237.5
237.09
237.11
236.2
236.59
237.42
238.83
240.61
244.63
243.9
244.01
245.77
245.05
244.76
242.71
242.75
240.54
241.47
241.11
241.1
240.72
239.47
239.54
240.79
241.36
241.42
241.43
241.24
243.46
243.64
244.17
243.72
247.78
248.24
248.13
249.48
250.53
251.02
251.15
251.01
251.1
252.34
251.54
251.61
252.87
252.92
253.03
253.56
252.49
252.26
253.36
252.28
252.84
253.45
253.58
253.42
255.32
254.09
253.92
255.67
254.57
254.78
254.89
253.1
252.14
253.61
252.0
253.02
254.11
252.94
252.9
253.34
252.71
253.01
253.57
253.75
253.51
253.78
254.14
253.79
255.47
255.24
255.14
255.05
254.1
254.28
252.76
252.68
251.17
250.76
249.74
250.76
249.21
249.95
250.4
249.93
248.16
247.93
248.91
246.39
245.44
247.21
246.31
246.25
250.74
250.24
250.26
251.2
250.03
249.79
248.12
246.9
244.61
245.66
244.9
245.11
244.41
242.4
242.62
243.06
240.74
240.81
243.24
240.21
240.41
242.64
242.09
242.97
247.64
245.77
245.65
248.93
247.79
247.84
248.48
247.05
246.09
248.36
246.77
246.81
249.64
248.7
248.74
249.94
248.18
248.04
249.35
248.06
248.72
249.51
248.36
247.87
250.75
249.82
250.0
251.14
250.25
250.42
250.49
248.99
247.87
249.13
248.69
248.62
247.16
247.85
247.53
244.86
243.11
243.09
243.74
242.22
244.48
246.57
246.46
246.6
249.24
247.79
247.4
248.86
248.07
248.64
247.72
246.24
244.6
246.31
244.9
244.72
244.92
243.6
244.01
245.4
244.09
243.75
244.99
243.58
244.56
246.33
245.37
244.57
249.26
246.09
246.09
249.93
246.59
246.94
248.34
245.46
242.13
244.0
241.31
241.35
242.69
240.71
240.59
242.61
238.47
238.38
239.83
236.51
237.14
237.05
237.19
239.0
246.75
245.4
245.45
248.99
247.46
247.65
246.95
245.37
243.98
244.16
241.79
242.19
243.24
242.03
241.29
242.28
240.6
240.57
241.47
239.56
239.6
240.86
240.08
244.47
246.32
246.54
246.7
247.18
245.8
245.61
246.72
246.69
246.26
247.7
246.05
245.96
246.28
245.36
245.3
245.24
245.79
246.03
245.23
242.76
243.05
246.32
245.29
245.63
250.93
250.08
250.05
252.19
250.76
250.28
251.83
248.82
248.56
250.71
249.56
249.61
249.99
249.32
249.31
249.26
248.38
248.42
249.13
248.8
248.97
249.28
248.6
248.28
251.05
249.98
250.09
250.95
249.65
249.86
250.26
248.75
247.62
249.6
247.14
247.36
248.55
245.82
245.95
248.4
244.91
244.92
247.71
243.59
244.63
248.48
245.49
245.83
248.55
247.11
247.06
249.94
249.79
249.56
249.75
249.46
247.61
248.82
247.25
246.96
245.64
244.85
244.93
244.51
243.26
243.3
243.24
242.04
242.58
243.58
243.1
242.82
246.75
245.91
245.68
246.55
245.23
245.42
244.69
243.5
241.05
242.19
241.26
241.06
240.87
240.99
240.84
239.95
238.35
238.18
238.84
236.38
237.1
240.15
239.16
239.85
245.18
243.56
243.54
245.78
243.96
244.04
244.81
243.23
241.64
243.05
241.88
242.1
242.35
241.03
240.55
240.7
239.51
239.38
239.91
238.15
239.17
242.13
241.1
241.92
246.78
244.61
244.64
247.27
245.84
245.71
244.08
242.25
238.95
240.06
239.81
240.02
239.06
238.15
238.2
238.15
236.15
236.26
237.36
235.07
237.16
240.02
238.26
240.21
246.12
245.59
245.47
248.07
246.49
246.69
246.7
245.52
243.15
244.39
242.9
242.99
243.11
243.14
243.26
242.37
241.34
241.33
241.09
240.19
241.45
243.11
242.64
243.74
248.31
247.68
247.9
250.39
248.76
249.11
249.75
248.64
248.15
249.99
247.75
247.67
249.45
246.22
246.03
249.15
245.58
245.36
248.81
246.72
248.17
250.36
248.04
248.36
252.02
250.11
250.26
253.35
251.93
251.97
253.57
252.39
251.54
253.01
252.69
252.91
253.38
252.86
252.81
253.68
253.45
253.53
252.69
252.94
254.02
253.57
253.65
254.22
254.85
254.53
254.28
253.99
253.29
253.25
252.6
251.87
250.35
251.02
249.9
249.88
250.46
248.63
248.63
249.21
247.37
247.29
247.9
245.53
246.35
247.12
245.37
245.5
248.26
246.86
246.7
248.45
246.86
247.07
247.2
245.89
244.05
246.93
245.93
246.19
246.2
244.93
245.11
245.33
244.19
244.34
243.92
242.46
244.3
245.72
244.82
244.88
248.38
246.45
246.27
248.55
246.13
246.22
