feels_like_kelvins
250.7
250.01
252.14
252.03
251.71
252.49
252.61
252.84
251.6
251.71
251.82
251.47
251.76
251.74
251.74
251.41
251.44
248.78
254.02
254.67
251.88
252.63
256.35
256.83
258.05
258.78
257.28
257.73
257.77
258.28
258.09
258.04
257.23
257.91
256.91
257.37
256.79
256.19
255.24
254.35
253.77
253.45
253.31
252.92
251.96
251.47
251.09
251.1
250.75
250.98
250.79
250.49
250.52
251.09
251.31
251.53
252.04
252.15
251.65
251.77
251.86
252.0
252.1
252.29
252.31
252.32
252.17
252.13
252.5
252.25
252.46
252.45
252.48
252.38
253.28
253.25
253.48
253.84
256.36
256.45
253.42
253.65
253.25
253.48
253.62
253.71
253.45
253.55
253.91
253.24
254.19
254.53
253.43
253.97
253.58
253.93
253.25
253.01
254.55
254.72
254.36
255.21
254.11
254.47
253.81
254.36
254.38
254.33
253.68
253.56
253.93
253.79
253.85
252.54
252.9
252.87
254.63
254.83
254.98
255.24
255.22
254.99
256.7
256.83
256.65
257.8
257.71
257.88
257.92
258.29
258.4
258.55
260.74
260.84
258.89
259.13
259.31
259.46
261.88
262.65
260.84
260.99
261.48
261.5
263.84
264.96
265.13
265.68
266.21
268.82
270.07
270.07
266.83
266.61
265.98
266.03
269.05
268.92
264.91
265.65
265.88
264.72
264.34
264.01
262.58
262.98
262.85
263.09
265.31
266.69
266.81
266.73
266.76
266.32
265.25
265.17
263.34
263.19
261.36
261.17
261.94
261.93
260.36
260.02
259.81
259.1
258.8
258.55
257.67
257.74
257.08
257.08
257.74
257.63
259.59
259.6
260.16
260.51
258.78
258.5
255.39
254.75
252.9
252.72
259.75
259.74
251.71
251.7
251.24
249.55
257.3
256.98
248.37
248.16
248.89
248.65
248.35
248.39
251.55
251.87
251.58
251.96
251.55
251.77
248.42
248.28
246.72
246.98
246.9
246.69
245.23
245.85
246.17
244.84
245.35
245.42
243.15
243.2
241.95
242.57
249.93
249.3
253.57
253.53
254.26
250.93
254.48
254.01
242.74
242.44
239.76
239.22
246.07
246.83
238.83
239.65
245.12
245.23
244.81
243.95
244.04
243.69
243.59
242.78
241.42
241.33
247.57
248.12
248.98
251.45
250.28
249.49
239.04
238.16
244.54
245.41
245.6
245.75
243.64
243.95
244.16
242.92
243.11
242.63
241.76
242.24
240.72
240.77
240.72
241.25
246.41
247.04
246.56
248.81
249.53
249.23
237.94
239.39
236.21
235.41
243.28
243.84
234.23
234.24
233.81
232.38
240.3
240.51
231.8
230.82
229.49
229.75
238.22
238.64
243.55
243.83
243.63
246.45
247.1
247.61
242.68
242.78
240.76
239.44
239.74
239.96
231.19
229.53
230.33
230.39
238.65
238.96
231.17
230.98
232.16
232.02
240.08
240.59
238.1
238.32
238.42
242.05
242.24
242.09
237.78
239.09
243.36
244.58
244.4
242.5
234.33
234.52
234.4
233.41
233.64
233.52
232.61
232.59
234.09
234.03
241.45
241.24
237.02
237.29
237.16
238.76
246.2
