feels_like_kelvins
252.01
253.86
253.71
249.99
252.68
252.74
249.09
252.37
252.34
249.2
251.95
251.79
251.97
256.6
256.61
251.99
252.92
252.98
249.77
254.2
253.47
247.65
251.75
251.73
247.76
246.94
246.89
247.72
252.36
252.33
247.39
252.46
252.34
246.86
252.39
252.25
252.9
257.5
257.98
256.29
259.4
259.75
252.6
257.25
256.78
251.14
255.98
255.57
249.4
248.47
253.75
247.7
252.68
252.82
246.97
246.04
246.49
247.65
246.79
247.67
251.35
251.09
250.93
252.56
252.84
253.02
249.8
248.82
247.37
248.09
253.69
253.62
246.23
252.03
252.11
246.81
252.48
252.53
246.85
246.86
251.99
246.88
253.18
254.09
254.01
259.4
259.24
255.44
260.94
260.97
250.43
253.66
252.99
250.17
252.41
252.45
253.45
252.27
252.18
246.36
250.95
249.84
243.93
248.51
248.82
243.64
250.47
251.8
258.82
257.72
258.08
260.89
259.93
259.56
250.81
253.04
253.22
247.66
252.97
254.13
251.39
256.76
256.91
253.53
257.86
258.27
252.34
258.05
259.28
253.56
254.05
254.01
255.91
256.07
256.07
255.81
256.16
255.93
253.96
253.94
252.74
252.61
251.91
250.62
249.39
254.91
254.86
248.46
248.88
249.16
247.9
247.74
247.74
247.97
246.62
247.11
251.01
250.32
250.25
251.49
251.67
251.57
249.96
248.89
247.84
248.53
247.63
247.46
247.09
247.15
246.73
246.65
245.36
245.09
246.27
246.06
247.26
247.73
247.29
247.21
250.58
250.58
250.66
252.38
252.81
253.19
251.43
253.36
252.95
252.38
257.55
257.99
253.44
257.95
258.11
253.74
256.4
255.8
256.4
254.87
256.52
257.17
256.77
257.92
259.59
253.55
253.52
254.79
252.68
252.77
254.59
252.88
252.3
254.45
252.44
252.6
257.48
249.91
249.9
252.73
249.07
249.05
251.72
248.42
248.98
249.74
248.89
249.02
250.48
250.47
250.66
252.26
252.0
252.23
252.17
252.93
252.52
256.82
252.1
252.06
251.3
257.18
256.98
251.96
251.07
251.78
252.31
257.2
257.03
252.67
250.72
250.93
253.76
251.87
251.93
255.93
252.39
252.38
251.73
251.54
251.01
250.45
251.23
250.59
250.93
253.0
252.91
253.13
253.05
252.9
257.01
252.97
253.63
253.67
251.6
251.37
258.48
258.84
258.71
256.34
253.91
254.27
254.27
253.99
254.14
254.77
254.42
254.33
254.39
253.55
253.55
253.0
252.55
252.64
252.4
251.86
252.1
253.32
252.32
252.3
260.81
254.61
254.26
259.43
259.67
259.63
250.14
255.5
252.27
244.08
250.8
250.63
241.97
247.92
248.39
241.13
247.87
248.26
241.77
242.4
243.39
243.52
243.79
244.08
249.29
248.45
248.1
249.91
249.99
250.36
249.12
249.49
248.63
248.71
249.13
249.3
249.55
249.33
249.34
249.16
249.25
249.34
248.99
249.88
249.62
248.99
254.8
254.87
253.91
258.55
258.31
257.94
257.31
258.43
249.98
253.4
250.77
251.02
249.99
249.51
247.03
245.36
244.01
237.08
244.88
245.17
238.39
245.49
245.94
239.98
246.61
247.02
246.73
246.3
246.21
248.92
249.17
249.33
246.66
246.83
245.75
245.71
245.63
245.62
244.01
243.65
243.68
242.65
248.61
248.56
242.28
248.23
248.38
242.58
248.61
250.36
249.45
255.37
255.16
251.02
251.38
251.61
246.89
247.42
245.96
245.57
246.48
246.71
244.28
251.09
250.67
243.25
249.91
249.98
242.97
249.55
249.29
242.41
249.41
250.5
250.87
255.77
255.65
252.43
257.86
256.62
248.52
253.15
252.26
245.8
252.54
252.42
243.83
244.98
245.0
242.62
249.44
248.25
239.35
247.54
247.89
242.11
246.25
244.81
247.52
253.25
253.52
249.32
248.75
248.87
247.14
247.55
247.08
246.32
253.76
252.93
243.47
252.19
252.17
243.12
249.39
250.95
249.27
248.2
247.38
240.62
246.48
246.03
248.64
253.4
253.64
251.25
254.36
254.22
244.09
249.75
247.71
241.86
247.18
246.67
239.78
244.96
245.28
240.17
246.19
246.48
240.69
246.63
246.34
240.78
248.5
249.74
247.86
253.93
253.71
249.03
248.8
249.02
245.6
245.72
245.29
245.44
245.73
245.77
245.27
245.43
245.6
245.15
246.13
246.2
244.18
250.84
251.34
244.53
251.44
251.85
250.17
256.65
256.58
251.75
252.12
251.37
246.56
247.01
244.95
243.99
250.83
251.01
244.43
250.68
250.73
245.46
245.87
246.49
246.98
246.97
247.38
248.15
247.93
248.58
252.73
252.08
251.9
254.01
254.68
254.41
251.21
252.92
250.07
246.87
252.43
252.13
245.76
250.9
250.25
244.1
248.85
248.18
243.73
248.68
251.14
246.91
252.52
252.83
257.73
257.51
257.49
255.17
258.61
257.58
247.83
252.87
248.71
250.81
250.34
250.08
249.3
248.23
247.81
238.94
245.48
244.95
237.71
244.03
243.49
239.08
246.13
247.57
247.83
254.23
254.4
250.55
251.65
251.95
247.24
248.54
246.22
244.2
250.01
249.63
242.3
247.87
247.74
240.72
246.58
246.57
240.19
246.67
247.07
241.03
246.14
247.29
255.33
255.37
255.55
259.21
258.59
257.64
245.13
250.15
248.29
240.19
247.43
247.52
239.22
245.34
245.3
238.39
245.17
245.28
237.64
244.71
244.82
237.36
244.83
246.36
253.31
253.22
253.45
256.98
256.49
256.38
247.38
251.19
250.44
249.75
248.68
248.15
240.46
247.29
247.11
246.66
247.69
247.61
245.84
245.74
245.74
240.22
245.85
247.1
253.23
253.59
254.07
252.61
256.96
257.27
248.67
254.86
255.56
248.84
249.51
249.63
249.15
251.58
251.84
249.53
249.99
249.83
248.13
250.68
251.08
249.12
251.61
251.08
253.53
259.23
259.08
255.27
260.47
260.98
254.08
257.44
254.88
251.24
255.03
255.1
254.8
254.72
254.38
246.66
252.6
251.81
243.76
251.01
250.97
244.25
250.73
251.01
247.72
254.12
254.1
250.28
255.06
254.09
244.51
249.58
248.45
240.57
246.43
246.12
238.28
244.84
244.34
237.51
246.02
246.44
241.45
241.98
242.41
243.08
242.86
242.51
243.75
244.41
244.92
245.79
247.37
249.2
251.15
249.84
249.86
252.56
250.8
251.5
252.99
254.0
254.06
252.74
251.46
251.31
251.5
249.06
247.45
246.59
247.42
248.17
249.97
250.24
249.9
250.54
250.66
249.95
246.11
246.47
244.86
244.16
245.42
245.18
244.27
244.93
244.93
243.35
250.48
250.49
241.6
248.01
248.46
242.38
248.33
250.49
250.0
255.09
254.97
253.22
256.42
256.18
243.85
250.4
249.38
243.4
249.25
248.86
240.82
240.58
240.39
242.04
242.25
242.81
242.76
243.44
244.03
243.99
250.67
250.49
247.91
247.6
247.72
249.21
249.1
249.16
247.59
253.49
252.06
251.49
251.0
252.29
243.89
249.16
249.58
241.68
247.92
248.06
240.87
246.94
246.6
240.55
248.05
248.57
248.36
254.33
254.15
249.68
249.26
249.29
247.06
247.07
246.23
246.41
246.94
246.64
244.92
251.3
251.27
243.77
249.88
249.68
242.37
249.18
249.09
243.31
249.12
250.15
248.68
247.95
247.79
249.97
250.0
250.05
247.03
252.89
250.77
243.04
250.15
250.32
242.86
249.93
249.78
243.8
249.48
249.22
242.31
249.9
251.95
245.19
246.69
246.55
250.87
251.98
252.16
253.82
252.7
252.42
256.94
256.66
256.17
255.51
256.16
256.71
252.01
256.46
256.64
251.53
251.46
251.53
250.82
250.06
251.03
250.94
250.18
249.46
253.88
252.45
252.19
256.54
254.71
255.02
253.94
259.48
258.9
253.62
259.91
260.07
254.35
260.2
259.06
253.28
255.09
256.51
251.75
253.0
254.85
250.31
256.24
257.53
257.79
260.32
260.1
259.62
262.03
261.36
250.01
255.2
253.47
247.6
252.34
252.62
246.89
252.23
252.98
246.15
250.86
250.36
250.4
249.74
249.5
249.31
250.08
