temp_min_kelvins
250.44
249.52
252.14
252.03
251.71
252.49
252.15
252.15
251.6
251.71
251.82
251.47
250.75
250.75
251.74
251.41
251.44
253.0
252.15
252.15
256.27
257.2
256.35
256.83
253.85
253.85
262.76
264.17
264.77
265.28
264.25
264.25
264.23
264.91
263.91
264.37
262.05
262.05
262.24
261.35
260.77
260.45
258.81
258.41
258.96
258.47
258.09
258.1
256.07
256.26
257.79
257.49
257.52
258.09
257.09
257.32
259.04
259.15
258.65
258.77
257.74
257.91
259.1
259.29
259.31
259.32
258.03
257.99
259.5
259.25
259.46
259.45
258.33
258.19
260.28
260.25
260.48
260.84
259.85
259.98
260.42
260.65
260.25
260.48
259.56
259.65
260.45
260.55
260.91
260.24
259.42
259.81
260.43
260.97
260.58
260.93
259.58
259.28
261.55
261.72
261.36
262.21
260.55
261.0
260.81
261.36
261.38
261.33
259.91
259.76
260.93
260.79
260.85
259.54
258.96
258.95
261.63
261.83
261.98
262.24
261.58
261.21
263.7
263.83
263.65
264.8
263.88
264.11
264.92
265.29
265.4
265.55
264.85
264.96
265.89
266.13
266.31
266.46
265.95
266.62
267.62
267.71
268.0
267.95
267.42
268.5
270.56
271.02
271.39
273.5
272.55
272.55
272.13
272.0
271.34
271.39
270.86
270.73
270.49
271.21
271.42
270.47
269.38
269.18
268.67
268.93
268.7
269.02
268.6
270.23
271.94
272.07
272.15
272.0
270.25
270.25
269.71
269.66
268.21
268.17
267.45
267.3
267.36
267.02
266.81
266.1
264.9
264.65
264.67
264.74
264.08
264.08
263.23
263.12
265.99
265.91
266.15
266.17
265.1
264.91
261.67
261.04
259.16
258.97
259.12
259.04
257.67
257.67
257.59
256.53
256.61
256.24
255.37
255.16
255.89
255.65
254.57
254.44
258.55
258.87
258.58
258.96
257.89
258.24
255.42
255.28
253.72
253.98
253.09
252.86
252.23
252.85
253.17
251.84
251.6
251.61
250.15
250.2
248.95
249.57
248.75
248.21
253.57
253.53
254.26
255.04
254.02
253.1
249.29
249.01
246.76
246.22
245.14
246.34
245.71
245.45
245.12
245.23
242.95
242.95
244.04
243.69
243.59
242.78
240.94
240.96
247.57
248.12
248.98
251.45
249.64
248.53
245.35
245.0
244.54
245.41
244.15
244.15
243.64
243.95
244.16
242.92
241.05
241.05
241.76
242.24
240.72
240.77
239.93
240.62
246.41
247.04
246.56
248.81
248.95
248.13
244.27
244.74
242.27
242.14
242.53
242.95
241.23
241.13
240.81
239.38
238.75
238.75
238.8
237.82
236.49
236.75
236.92
237.96
243.55
243.83
243.63
246.45
245.86
246.85
242.68
242.78
240.76
239.44
238.41
238.8
238.19
236.53
237.33
237.39
237.53
237.88
238.17
237.98
239.16
239.02
239.07
239.85
245.1
245.32
245.42
249.05
248.44
248.24
244.37
244.85
243.36
244.58
242.51
241.43
241.33
241.52
241.4
240.41
239.83
239.65
239.61
239.59
241.09
241.03
240.95
240.59
244.02
244.29
244.16
245.76
245.7
245.8
243.76
243.69
242.89
243.36
243.4
243.53
242.78
242.83
243.03
241.56
241.53
241.72
241.13
241.55
242.11
242.25
242.22
241.98
246.02
246.18
246.05
248.11
246.65
246.65
245.28
245.18
242.81
242.85
242.61
242.76
241.44
241.65
241.77
240.99
239.45
239.45
240.57
240.71
241.08
241.52
239.25
239.25
246.63
246.75
246.8
249.32
248.25
248.25
245.32
245.46
242.87
242.59
242.52
242.69
242.3
242.9
243.31
242.29
239.25
239.25
242.13
242.47
242.95
242.79
237.65
237.65
249.11
249.18
248.67
250.64
248.45
248.45
245.81
245.86
244.17
244.03
243.55
243.45
242.38
242.79
243.0
242.55
240.15
240.15
242.38
242.75
243.18
243.0
240.15
240.15
249.72
248.94
248.9
252.05
250.65
250.65
247.78
247.87
246.67
246.71
244.45
244.45
245.94
245.86
246.39
245.3
241.35
241.35
246.43
247.06
247.57
247.85
242.75
242.75
252.93
252.86
252.37
254.77
253.15
253.15
253.79
253.69
253.79
253.68
253.53
253.66
254.81
255.1
255.13
256.0
255.35
255.35
255.2
254.81
253.62
255.81
252.15
252.15
259.53
260.32
260.5
259.83
257.25
256.88
255.47
255.85
254.3
254.34
249.55
249.55
251.63
251.16
251.18
249.11
241.55
241.55
248.57
248.4
247.66
247.36
238.95
238.95
252.11
252.46
252.52
253.15
250.65
250.65
249.54
249.27
248.31
248.52
247.7
247.68
247.95
247.61
247.07
246.86
246.25
245.9
246.89
247.1
247.14
247.24
247.4
248.28
251.38
251.38
251.09
253.07
252.42
252.69
252.46
252.51
252.62
253.11
251.99
252.2
253.34
253.51
253.76
252.57
251.01
251.7
252.35
252.24
253.06
253.28
252.15
252.75
256.47
256.37
256.11
257.87
257.92
258.57
256.76
257.12
256.05
256.11
254.88
254.96
255.19
255.7
255.53
253.38
249.25
249.25
252.43
253.17
252.69
252.97
245.75
245.75
259.06
258.82
258.61
261.08
258.45
258.45
257.37
257.53
256.1
255.57
254.87
254.7
254.91
255.15
254.59
254.82
254.24
254.6
255.88
256.27
257.69
257.58
255.33
254.85
257.62
257.32
257.31
257.83
256.68
257.08
256.72
256.87
255.89
256.13
255.27
255.56
255.92
255.87
255.79
254.89
253.64
253.81
253.57
254.73
253.51
253.67
252.27
252.35
256.4
256.35
256.08
257.27
252.45
252.45
254.3
253.75
252.64
252.47
245.35
245.35
250.87
250.44
249.75
248.76
239.15
239.15
248.5
248.53
249.12
248.63
244.35
244.35
253.22
253.12
253.25
256.2
254.35
253.69
250.45
250.8
250.52
250.62
248.72
248.59
250.62
250.6
250.11
249.86
247.05
247.05
252.27
251.83
252.44
252.29
251.49
251.94
255.24
255.35
255.51
256.87
255.35
255.35
254.89
254.99
254.02
254.27
252.25
252.25
253.63
253.68
253.92
253.14
249.25
249.25
250.68
250.46
251.12
251.24
244.85
244.85
256.0
255.46
255.1
256.46
254.75
254.75
253.91
253.9
253.24
253.4
250.65
250.65
253.15
253.08
252.87
251.11
248.45
247.95
248.0
248.88
246.92
247.16
244.95
244.95
255.31
255.73
255.74
257.94
257.77
255.64
249.61
249.84
248.42
247.4
243.85
243.85
245.66
246.05
