temp_min_kelvins
246.96
247.07
247.34
245.78
244.15
244.15
245.14
244.45
244.45
243.42
239.95
239.95
244.68
240.45
240.45
250.15
244.95
244.95
250.83
247.15
247.15
244.99
244.25
242.68
243.44
239.85
239.85
242.12
238.45
238.45
242.39
237.45
237.45
240.14
236.45
236.45
239.93
240.42
240.88
245.44
244.65
244.65
246.84
245.16
245.2
242.6
241.25
241.25
241.85
238.45
238.45
240.61
237.15
237.15
239.68
236.45
236.45
239.56
235.45
235.45
239.95
236.55
236.55
246.98
242.15
242.15
248.05
246.05
246.05
246.21
244.65
244.65
245.74
245.26
245.49
245.69
242.05
242.05
245.02
240.65
240.65
245.11
239.15
239.15
246.31
241.85
241.85
252.96
248.45
248.45
253.49
252.95
252.95
251.63
251.26
250.56
251.16
251.06
251.62
251.6
249.95
249.95
253.74
247.85
247.85
254.03
245.95
245.95
254.42
245.85
245.85
257.49
250.95
250.95
257.82
253.65
253.65
254.07
251.65
250.4
250.57
248.45
248.45
249.57
247.15
247.15
249.55
245.95
245.95
251.04
245.15
245.15
251.04
249.05
249.05
255.54
254.89
255.1
257.22
256.54
256.58
255.0
254.08
252.85
253.92
252.99
253.24
253.93
253.23
253.23
253.0
252.3
252.01
251.26
250.63
249.88
250.14
250.07
251.05
255.74
255.71
255.99
257.2
256.33
256.05
253.45
252.8
249.68
249.75
248.15
248.15
249.0
244.95
244.95
248.59
242.85
242.85
245.67
241.05
241.05
242.68
242.05
242.05
250.64
247.75
247.75
252.25
249.55
249.55
246.64
245.35
245.35
245.16
241.35
241.35
243.88
240.45
240.45
243.76
243.4
243.42
244.67
244.14
244.33
244.54
244.23
245.2
249.42
249.25
249.25
250.8
250.64
250.53
248.34
248.09
247.66
247.76
247.59
247.47
246.95
246.9
247.17
246.81
246.25
246.25
246.59
246.35
246.35
247.01
243.45
243.45
251.27
247.95
247.95
251.45
249.05
249.05
247.95
246.65
246.65
247.5
243.65
243.65
246.11
239.55
239.55
245.62
236.95
246.46
245.86
236.65
236.65
245.89
246.55
236.85
250.3
246.15
246.15
251.56
247.85
247.85
251.32
247.45
246.71
246.4
243.05
243.05
246.21
239.15
239.15
245.81
237.65
237.65
245.14
236.55
236.55
245.64
247.11
237.25
251.5
243.75
243.75
252.46
250.15
250.15
249.27
245.75
245.75
248.64
247.68
248.25
247.2
244.55
244.55
245.67
242.65
242.65
244.07
242.75
242.75
244.79
243.85
243.85
252.0
248.95
248.95
254.33
251.25
251.25
251.42
249.45
249.45
251.89
251.1
251.64
254.06
253.46
253.58
255.87
253.65
253.35
255.47
253.83
254.62
255.79
255.06
255.02
257.63
256.45
256.45
258.36
257.22
257.66
258.48
258.03
258.03
259.25
258.44
258.43
259.65
258.42
258.27
259.62
258.82
259.03
260.94
260.42
261.4
262.31
262.5
262.38
265.06
264.24
264.03
265.67
264.7
264.84
265.52
264.9
264.17
265.29
264.85
265.01
265.53
264.95
265.08
265.08
264.37
264.52
264.49
263.63
263.27
264.16
263.23
264.04
266.69
264.99
264.59
265.74
264.35
264.54
263.53
262.26
261.02
262.04
256.95
256.95
262.1
256.35
256.35
258.24
253.25
253.25
256.59
249.05
249.05
255.85
249.25
249.25
259.31
255.85
255.85
259.16
256.35
256.35
256.75
255.65
255.18
255.37
251.75
251.75
253.87
247.75
247.75
253.68
250.55
250.55
253.7
252.45
252.45
253.88
254.35
254.35
257.39
255.65
255.65
257.7
257.05
257.05
257.39
256.95
256.95
257.17
256.25
256.25
256.43
255.96
255.85
255.38
254.99
255.15
255.27
254.55
254.55
256.22
253.75
253.75
259.46
254.65
254.65
261.25
255.35
255.35
257.32
255.75
255.44
255.56
253.85
253.85
255.29
249.55
249.55
253.58
246.35
246.35
250.99
243.45
243.45
251.06
246.35
246.35
255.57
252.35
252.35
256.32
253.85
253.85
252.53
251.55
251.11
251.15
250.71
251.07
250.56
248.95
248.95
249.87
245.15
245.15
250.52
244.05
244.05
252.74
251.25
251.25
257.44
255.95
255.95
258.22
255.75
255.75
256.09
251.05
251.05
255.32
246.75
246.75
253.19
245.15
245.15
253.21
243.65
243.65
248.14
244.75
244.75
249.08
245.35
245.35
256.15
251.35
251.35
257.87
252.55
252.55
253.33
249.05
249.05
250.7
244.55
244.55
247.89
242.55
242.55
247.98
239.85
239.85
246.28
243.85
243.85
248.29
246.75
246.75
253.63
249.05
249.05
254.64
250.45
250.45
250.82
243.05
243.05
250.09
239.85
239.85
247.68
242.05
242.05
245.86
